media,article_url,publish_date,client_name,caption_raw,classification,company,dept_title,name
MarkeZine,https://markezine.jp/article/detail/46994,,,株式会社スギ薬局 デジタルマーケティング部 部長 増田瞬氏,regex_ok,株式会社スギ薬局,デジタルマーケティング部 部長,増田瞬
MarkeZine,https://markezine.jp/article/detail/46996,,,右：株式会社セガ エックスディー 取締役 執行役員 COO／ゲーミフィケーションデザイナー 伊藤真人氏,regex_ok,右：株式会社セガ,エックスディー 取締役 執行役員 COO／ゲーミフィケーションデザイナー,伊藤真人
MarkeZine,https://markezine.jp/article/detail/46995,,,株式会社電通 CXクリエーティブ・センター グループ・クリエーティブ・ディレクター 川名宏昌氏,regex_ok,株式会社電通,CXクリエーティブ・センター グループ・クリエーティブ・ディレクター,川名宏昌
MarkeZine,https://markezine.jp/article/detail/46995,,,株式会社東北新社 プロダクション事業部 クリエイティブセンター／OND°／TFCPlus エグゼクティブディレクター 兼 企画演出部長 小栗洋平氏,regex_ok,株式会社東北新社,プロダクション事業部 クリエイティブセンター／OND°／TFCPlus エグゼクティブディレクター 兼 企画演出部長,小栗洋平
MarkeZine,https://markezine.jp/article/detail/46997,,,株式会社ビーアイシーピー・データ 代表取締役 渡邉桂子氏,regex_ok,株式会社ビーアイシーピー・データ,代表取締役,渡邉桂子
MarkeZine,https://markezine.jp/article/detail/46998,,,株式会社ビーケージャパンホールディングス マーケティング本部 マーケティングディレクター 麦敏光氏,regex_ok,株式会社ビーケージャパンホールディングス,マーケティング本部 マーケティングディレクター,麦敏光
MarkeZine,https://markezine.jp/article/detail/46999,,,株式会社メリーチョコレートカムパニー マーケティング本部 執行役員 本部長 高田基位氏,regex_ok,株式会社メリーチョコレートカムパニー,マーケティング本部 執行役員 本部長,高田基位
MarkeZine,https://markezine.jp/article/detail/47000,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47003,,,クリエイティブサーベイ株式会社 代表取締役 石野 真吾氏,regex_ok,クリエイティブサーベイ株式会社,代表取締役,石野 真吾
MarkeZine,https://markezine.jp/article/detail/47001,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47004,,,B.LEAGUE 常務理事　増田 匡彦氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47005,,,春日井製菓販売株式会社 おかしな実験室 室長　原 智彦氏,regex_ok,春日井製菓販売株式会社,おかしな実験室 室長,原 智彦
MarkeZine,https://markezine.jp/article/detail/47006,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47011,,,株式会社Mizkan Holdings　執行役員 日本＋アジア事業 CRM本部長　林 太郎氏,regex_ok,株式会社Mizkan,Holdings 執行役員 日本＋アジア事業 CRM本部長,林 太郎
MarkeZine,https://markezine.jp/article/detail/47012,,,株式会社ディー・エヌ・エー　ライブコミュニティ事業本部 Pococha事業部 マーケティング部 部長／CMO　村口 賢一郎氏,regex_ok,株式会社ディー・エヌ・エー,ライブコミュニティ事業本部 Pococha事業部 マーケティング部 部長／CMO,村口 賢一郎
MarkeZine,https://markezine.jp/article/detail/47012,,,株式会社ディー・エヌ・エー　ライブコミュニティ事業本部 Pococha事業部 マーケティング部 ストラテジー・リサーチグループ グループマネージャー　川口 隆史氏,regex_ok,株式会社ディー・エヌ・エー,ライブコミュニティ事業本部 Pococha事業部 マーケティング部 ストラテジー・リサーチグループ グループマネージャー,川口 隆史
MarkeZine,https://markezine.jp/article/detail/47019,,,シャノン　マーケティング部　村野美咲氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47019,,,シャノン　マーケティング部 部長　村尾慶尚氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47020,,,アサヒビール　新ブランド開発部 部長　西村壮一郎氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47021,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47022,,,ヤクルト本社　業務部 企画調査課 課長　工藤 洋介氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47026,,,プロダクトプランニング部　部長　分譲マンション事業CEO　大久保慎氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47027,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47029,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47040,,,THG Nutrition Limited　CEO　Neil Mistry（ ニール ミストリー）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47041,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47042,,,株式会社ブランドテーラー　代表取締役　乙幡 満男氏,regex_ok,株式会社ブランドテーラー,代表取締役,乙幡 満男
MarkeZine,https://markezine.jp/article/detail/47042,,,レック株式会社　本社開発統括本部 ウエルネス部 ウエルネス課 課長　萩原 智之氏,regex_ok,レック株式会社,本社開発統括本部 ウエルネス部 ウエルネス課 課長,萩原 智之
MarkeZine,https://markezine.jp/article/detail/47043,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47050,,,サッポロホールディングス株式会社　経営企画部 新規事業準備室 マネージャー　保坂将志氏,regex_ok,サッポロホールディングス株式会社,経営企画部 新規事業準備室 マネージャー,保坂将志
MarkeZine,https://markezine.jp/article/detail/47051,,,丸紅株式会社　デジタル・イノベーション部 データアナリティクス課　上西 広弥氏,regex_ok,丸紅株式会社,デジタル・イノベーション部 データアナリティクス課,上西 広弥
MarkeZine,https://markezine.jp/article/detail/47072,,,カタリナマーケティングジャパン　Commercial & Operations 取締役副社長 Chief Operating Officer　松田伊三雄氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47073,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47075,,,株式会社 代表取締役社長 鍛治屋敷圭昭（かじやしき・よしあき）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47074,,,創業者 代表取締役 CEO　杉原 剛（すぎはら・ごう）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47079,,,エレファントマネージャー　岩本庸佑氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47080,,,プライシングスタジオ株式会社　代表取締役CEO　高橋嘉尋氏,regex_ok,プライシングスタジオ株式会社,代表取締役CEO,高橋嘉尋
MarkeZine,https://markezine.jp/article/detail/47086,,,アサヒビール株式会社　マーケティング本部　マーケティング本部長　梶浦瑞穂氏,regex_ok,アサヒビール株式会社,マーケティング本部 マーケティング本部長,梶浦瑞穂
MarkeZine,https://markezine.jp/article/detail/47082,,,株式会社PLAN-B　マーケティング部　部長　百々雅基氏,regex_ok,株式会社PLAN-B,マーケティング部 部長,百々雅基
MarkeZine,https://markezine.jp/article/detail/47087,,,音楽ジャーナリスト　柴 那典氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47087,,,Spotify Japan上級執行役員　広告事業部統括　立石 ジョー氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47088,,,キリンビール株式会社　副社長執行役員（マーケティング管掌）　山形光晴氏,regex_ok,キリンビール株式会社,副社長執行役員（マーケティング管掌）,山形光晴
MarkeZine,https://markezine.jp/article/detail/47089,,,中央大学　名誉教授　田中洋氏,regex_ok,中央大学,名誉教授,田中洋
MarkeZine,https://markezine.jp/article/detail/47089,,,キリンホールディングス株式会社　常務執行役員　ブランド戦略、マーケティング戦略、デジタル・情報戦略担当　キリンビール株式会社　副社長執行役員（マーケティング管掌）　山形光晴氏,regex_ok,キリンホールディングス株式会社,常務執行役員 ブランド戦略、マーケティング戦略、デジタル・情報戦略担当 キリンビール株式会社 副社長執行役員（マーケティング管掌）,山形光晴
MarkeZine,https://markezine.jp/article/detail/47090,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47091,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47093,,,株式会社SUBARU　国内営業本部　マーケティング推進部宣伝課 課長　安室 敦史氏,regex_ok,株式会社SUBARU,国内営業本部 マーケティング推進部宣伝課 課長,安室 敦史
MarkeZine,https://markezine.jp/article/detail/47112,,,ヘルスケア事業部 課長　磯田純（いそだ・じゅん）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47094,,,"The Trade Desk Japan株式会社　Client Service, Lead Associate Account Director　服部 和磨氏",regex_ok,The Trade Desk Japan株式会社,"Client Service, Lead Associate Account Director",服部 和磨
MarkeZine,https://markezine.jp/article/detail/47094,,,株式会社ベネッセホールディングス　Digital Innovation Partners デジタルマーケティング部 課長　大野 皓平氏,regex_ok,株式会社ベネッセホールディングス,Digital Innovation Partners デジタルマーケティング部 課長,大野 皓平
MarkeZine,https://markezine.jp/article/detail/47095,,,株式会社TSI　プラットフォーム本部 デジタルマーケティング部 データマネジメント課　片岡 賢太氏,regex_ok,株式会社TSI,プラットフォーム本部 デジタルマーケティング部 データマネジメント課,片岡 賢太
MarkeZine,https://markezine.jp/article/detail/47095,,,株式会社TSI　プラットフォーム本部 デジタルマーケティング部 データマネジメント課　大脇 椋氏,regex_ok,株式会社TSI,プラットフォーム本部 デジタルマーケティング部 データマネジメント課,大脇 椋
MarkeZine,https://markezine.jp/article/detail/47122,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47132,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47136,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47143,,,東急　ホテル・リゾート事業部 事業戦略グループ 主査　川元一峰（かわもと・かずみね）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47148,,,"Revuze　Territory Manager, Japan　森 道明氏",needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47156,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47171,,,右：株式会社リクルート プロダクト統括本部 マーケティング室 自動車領域担当部長 兼 新規事業開発担当マネージャー 奥田真嘉氏,regex_ok,右：株式会社リクルート,プロダクト統括本部 マーケティング室 自動車領域担当部長 兼 新規事業開発担当マネージャー,奥田真嘉
MarkeZine,https://markezine.jp/article/detail/47170,,,株式会社リクルート プロダクト統括本部 マーケティング室 自動車領域担当部長 兼 新規事業開発担当マネージャー 奥田 真嘉氏,regex_ok,株式会社リクルート,プロダクト統括本部 マーケティング室 自動車領域担当部長 兼 新規事業開発担当マネージャー,奥田 真嘉
MarkeZine,https://markezine.jp/article/detail/47198,,,株式会社サイバーエージェント インターネット広告事業本部 第一本部 営業局 アカウントプランナー　不破 啓輔氏,regex_ok,株式会社サイバーエージェント,インターネット広告事業本部 第一本部 営業局 アカウントプランナー,不破 啓輔
MarkeZine,https://markezine.jp/article/detail/47198,,,Teads Japan株式会社　Sales Manager　佐藤 龍志氏,regex_ok,Teads Japan株式会社,Sales Manager,佐藤 龍志
MarkeZine,https://markezine.jp/article/detail/47199,,,まなびプロダクトデザイン部 部長　浅川修平（あさかわ・しゅうへい）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47200,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47216,,,東映アニメーション株式会社 営業企画本部 企画部 IP 戦略室 リーダー　高澤 慧伍氏,regex_ok,東映アニメーション株式会社,営業企画本部 企画部 IP 戦略室 リーダー,高澤 慧伍
MarkeZine,https://markezine.jp/article/detail/47216,,,東映アニメーション株式会社 取締役 営業企画本部副本部長　鈴木 篤志氏,regex_ok,東映アニメーション株式会社,取締役 営業企画本部副本部長,鈴木 篤志
MarkeZine,https://markezine.jp/article/detail/47222,,,株式会社猿人 執行役員 阿久津 慎吾氏,regex_ok,株式会社猿人,執行役員,阿久津 慎吾
MarkeZine,https://markezine.jp/article/detail/47221,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47228,,,Braze　CEO and Cofounder　Bill Magnuson（ビル・マグヌソン）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47252,,,C1X Inc.　 最高執行責任者　長山大介氏,regex_ok,C1X Inc.,最高執行責任者,長山大介
MarkeZine,https://markezine.jp/article/detail/47253,,,Tools for Humanity　日本代表　牧野友衛氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47266,,,株式会社オースタンス 代表取締役社長　菊川 諒人氏,regex_ok,株式会社オースタンス,代表取締役社長,菊川 諒人
MarkeZine,https://markezine.jp/article/detail/47266,,,日本ロレアル株式会社 経営戦略・マーケティング開発本部 チーフコンシューマーオフィサー　前田 ジェームス氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47266,,,花王株式会社 ヘアケア第1事業部 ブランドマネジャー　林 裕也氏,regex_ok,花王株式会社,ヘアケア第1事業部 ブランドマネジャー,林 裕也
MarkeZine,https://markezine.jp/article/detail/47277,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47276,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47278,,,株式会社ナハト　取締役　AD事業本部　本部長　栗田優磨氏,regex_ok,株式会社ナハト,取締役 AD事業本部 本部長,栗田優磨
MarkeZine,https://markezine.jp/article/detail/47278,,,Facebook Japan株式会社　Agency Partner　西川拓氏,regex_ok,Facebook Japan株式会社,Agency Partner,西川拓
MarkeZine,https://markezine.jp/article/detail/47285,,,ソフトバンク株式会社　法人統括 法人マーケティング本部 マーケティングコミュニケーション統括部 マーケティングオペレーション部 2課　竹之内 彩歌氏,regex_ok,ソフトバンク株式会社,法人統括 法人マーケティング本部 マーケティングコミュニケーション統括部 マーケティングオペレーション部 2課,竹之内 彩歌
MarkeZine,https://markezine.jp/article/detail/47288,,,"Regional Vice President, Microsoft Advertising Japan　有園 雄一氏",needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47288,,,株式会社グロースＸ 執行役員　松本 健太郎氏,regex_ok,株式会社グロースＸ,執行役員,松本 健太郎
MarkeZine,https://markezine.jp/article/detail/47288,,,合同会社エスプーマ　代表　安藤 健作氏,regex_ok,合同会社エスプーマ,代表,安藤 健作
MarkeZine,https://markezine.jp/article/detail/47288,,,株式会社EVeM　Marketing Director　富家 翔平氏,regex_ok,株式会社EVeM,Marketing Director,富家 翔平
MarkeZine,https://markezine.jp/article/detail/47288,,,suswork株式会社　代表取締役　田岡 凌氏,regex_ok,suswork株式会社,代表取締役,田岡 凌
MarkeZine,https://markezine.jp/article/detail/47300,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47311,,,Twitch　CMO　Rachel Delphin（レイチェル・デルフィン）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47301,,,株式会社ニッセイ基礎研究所　生活研究部 準主任研究員　小口 裕氏,regex_ok,株式会社ニッセイ基礎研究所,生活研究部 準主任研究員,小口 裕
MarkeZine,https://markezine.jp/article/detail/47322,,,マース ジャパン リミテッド　スナックフード マーケティング マネジャー　村上 慎一郎氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47322,,,マース ジャパン リミテッド 広報・渉外部　ディレクター　中村 由帆氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47313,,,スコープ　執行役員経営企画本部長　内田智善氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47313,,,株式会社スコープ　スコープ販促創造研究所 所長／データドリブンプロモーション事業本部 チーフマーケティングプランナー　多田みゆき氏,regex_ok,株式会社スコープ,スコープ販促創造研究所 所長／データドリブンプロモーション事業本部 チーフマーケティングプランナー,多田みゆき
MarkeZine,https://markezine.jp/article/detail/47321,,,ワンスカイ　クリエイティブ ディレクター　CMプランナー／コピーライター　福里真一氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47321,,,博報堂／SIX　クリエイティブ ディレクター　藤平達之氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47314,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47324,,,株式会社電通デジタル 執行役員 山本覚氏,regex_ok,株式会社電通デジタル,執行役員,山本覚
MarkeZine,https://markezine.jp/article/detail/47324,,,dentsu Japan グロース・オフィサー／Chief Data Officer 松永久氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47323,,,右：株式会社アートネイチャー 情報システム部 次長 須田拓弥氏,regex_ok,右：株式会社アートネイチャー,情報システム部 次長,須田拓弥
MarkeZine,https://markezine.jp/article/detail/47323,,,右：株式会社電通デジタル トランスフォーメーション事業部 当广智氏,regex_ok,右：株式会社電通デジタル,トランスフォーメーション,事業部 当广智
MarkeZine,https://markezine.jp/article/detail/47325,,,左：KDDI株式会社 高村真介氏、右：株式会社電通 楯彩佳氏,regex_ok,左：KDDI株式会社,高村真介氏、右：株式会社電通,楯彩佳
MarkeZine,https://markezine.jp/article/detail/47325,,,右：タブーラ・ジャパン株式会社 木村政貴氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47327,,,"株式会社マイクロアド 執行役員 海外事業責任者 兼 戦略投資推進室／MicroAd Taiwan,Ltd. CEO 丸木勇人氏",regex_ok,株式会社マイクロアド,"執行役員 海外事業責任者 兼 戦略投資推進室／MicroAd Taiwan,Ltd. CEO",丸木勇人
MarkeZine,https://markezine.jp/article/detail/47341,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47343,,,局長　西岡健人氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47343,,,エージェンシーセールス　菅兼治氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47345,,,マーケチーム　チーフ　戸崎 拓也氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/47344,,,三井住友カード株式会社　マーケティング本部 本部長補佐　伊藤 亮佑氏,regex_ok,三井住友カード株式会社,マーケティング本部 本部長補佐,伊藤 亮佑
MarkeZine,https://markezine.jp/article/detail/47346,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47349,,,株式会社イロップ　代表取締役　高橋 洋介氏,regex_ok,株式会社イロップ,代表取締役,高橋 洋介
MarkeZine,https://markezine.jp/article/detail/47350,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47361,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/47351,,,福岡ソフトバンクホークス株式会社　IT本部 IT戦略部 DX推進課 課長　山下 直翔氏,regex_ok,福岡ソフトバンクホークス株式会社,IT本部 IT戦略部 DX推進課 課長,山下 直翔
MarkeZine,https://markezine.jp/article/detail/47363,,,株式会社アドインテ　取締役副社長　COO　稲森学氏,regex_ok,株式会社アドインテ,取締役副社長 COO,稲森学
