media,article_url,publish_date,company,dept_title,name
MarkeZine,https://markezine.jp/article/detail/47050,2024-10-25,サッポロホールディングス株式会社,経営企画部 新規事業準備室 マネージャー,保坂将志
MarkeZine,https://markezine.jp/article/detail/47051,2024-11-06,丸紅株式会社,デジタル・イノベーション部 データアナリティクス課,上西 広弥
MarkeZine,https://markezine.jp/article/detail/47086,2024-12-10,アサヒビール株式会社,マーケティング本部 マーケティング本部長,梶浦瑞穂
MarkeZine,https://markezine.jp/article/detail/47080,2024-10-29,プライシングスタジオ株式会社,代表取締役CEO,高橋嘉尋
MarkeZine,https://markezine.jp/article/detail/47082,2024-11-05,株式会社PLAN-B,マーケティング部 部長,百々雅基
MarkeZine,https://markezine.jp/article/detail/47088,2024-11-15,キリンビール株式会社,副社長執行役員（マーケティング管掌）,山形光晴
MarkeZine,https://markezine.jp/article/detail/47089,2024-11-18,中央大学,名誉教授,田中洋
MarkeZine,https://markezine.jp/article/detail/47089,2024-11-18,キリンホールディングス株式会社,常務執行役員 ブランド戦略、マーケティング戦略、デジタル・情報戦略担当 キリンビール株式会社 副社長執行役員（マーケティング管掌）,山形光晴
MarkeZine,https://markezine.jp/article/detail/47093,2024-12-05,株式会社SUBARU,国内営業本部 マーケティング推進部宣伝課 課長,安室 敦史
MarkeZine,https://markezine.jp/article/detail/47094,2024-12-25,The Trade Desk Japan株式会社,"Client Service, Lead Associate Account Director",服部 和磨
MarkeZine,https://markezine.jp/article/detail/47094,2024-12-25,株式会社ベネッセホールディングス,Digital Innovation Partners デジタルマーケティング部 課長,大野 皓平
MarkeZine,https://markezine.jp/article/detail/47095,2025-01-08,株式会社TSI,プラットフォーム本部 デジタルマーケティング部 データマネジメント課,片岡 賢太
MarkeZine,https://markezine.jp/article/detail/47095,2025-01-08,株式会社TSI,プラットフォーム本部 デジタルマーケティング部 データマネジメント課,大脇 椋
MarkeZine,https://markezine.jp/article/detail/47170,2024-11-27,株式会社リクルート,プロダクト統括本部 マーケティング室 自動車領域担当部長 兼 新規事業開発担当マネージャー,奥田 真嘉
MarkeZine,https://markezine.jp/article/detail/47171,2024-12-12,右：株式会社リクルート,プロダクト統括本部 マーケティング室 自動車領域担当部長 兼 新規事業開発担当マネージャー,奥田真嘉
MarkeZine,https://markezine.jp/article/detail/47198,2024-12-27,株式会社サイバーエージェント,インターネット広告事業本部 第一本部 営業局 アカウントプランナー,不破 啓輔
MarkeZine,https://markezine.jp/article/detail/47198,2024-12-27,Teads Japan株式会社,Sales Manager,佐藤 龍志
MarkeZine,https://markezine.jp/article/detail/47266,2024-10-25,株式会社オースタンス,代表取締役社長,菊川 諒人
MarkeZine,https://markezine.jp/article/detail/47266,2024-10-25,花王株式会社,ヘアケア第1事業部 ブランドマネジャー,林 裕也
MarkeZine,https://markezine.jp/article/detail/47252,2024-11-12,C1X Inc.,最高執行責任者,長山大介
MarkeZine,https://markezine.jp/article/detail/47278,2024-12-09,株式会社ナハト,取締役 AD事業本部 本部長,栗田優磨
MarkeZine,https://markezine.jp/article/detail/47278,2024-12-09,Facebook Japan株式会社,Agency Partner,西川拓
MarkeZine,https://markezine.jp/article/detail/47285,2025-01-30,ソフトバンク株式会社,法人統括 法人マーケティング本部 マーケティングコミュニケーション統括部 マーケティングオペレーション部 2課,竹之内 彩歌
MarkeZine,https://markezine.jp/article/detail/47288,2024-11-05,株式会社グロースＸ,執行役員,松本 健太郎
MarkeZine,https://markezine.jp/article/detail/47288,2024-11-05,合同会社エスプーマ,代表,安藤 健作
MarkeZine,https://markezine.jp/article/detail/47288,2024-11-05,株式会社EVeM,Marketing Director,富家 翔平
MarkeZine,https://markezine.jp/article/detail/47288,2024-11-05,suswork株式会社,代表取締役,田岡 凌
MarkeZine,https://markezine.jp/article/detail/47301,2025-03-28,株式会社ニッセイ基礎研究所,生活研究部 準主任研究員,小口 裕
MarkeZine,https://markezine.jp/article/detail/47313,2024-11-19,株式会社スコープ,スコープ販促創造研究所 所長／データドリブンプロモーション事業本部 チーフマーケティングプランナー,多田みゆき
MarkeZine,https://markezine.jp/article/detail/47323,2024-12-02,右：株式会社アートネイチャー,情報システム部 次長,須田拓弥
MarkeZine,https://markezine.jp/article/detail/47323,2024-12-02,右：株式会社電通デジタル,トランスフォーメーション,事業部 当广智
MarkeZine,https://markezine.jp/article/detail/47324,2024-11-20,株式会社電通デジタル,執行役員,山本覚
MarkeZine,https://markezine.jp/article/detail/47327,2025-01-15,株式会社マイクロアド,"執行役員 海外事業責任者 兼 戦略投資推進室／MicroAd Taiwan,Ltd. CEO",丸木勇人
MarkeZine,https://markezine.jp/article/detail/47325,2025-01-14,左：KDDI株式会社,高村真介氏、右：株式会社電通,楯彩佳
MarkeZine,https://markezine.jp/article/detail/47344,2025-01-20,三井住友カード株式会社,マーケティング本部 本部長補佐,伊藤 亮佑
MarkeZine,https://markezine.jp/article/detail/47349,2025-02-05,株式会社イロップ,代表取締役,高橋 洋介
MarkeZine,https://markezine.jp/article/detail/47366,2025-01-14,構造計画研究所,Twilio SendGrid マーケティング,担当 田中琴音
MarkeZine,https://markezine.jp/article/detail/47351,2024-12-11,福岡ソフトバンクホークス株式会社,IT本部 IT戦略部 DX推進課 課長,山下 直翔
MarkeZine,https://markezine.jp/article/detail/47363,2024-12-19,株式会社アドインテ,取締役副社長 COO,稲森学
MarkeZine,https://markezine.jp/article/detail/47384,2024-11-07,株式会社プレイド,執行役員 VP of Marketing,阪茉紘
MarkeZine,https://markezine.jp/article/detail/47387,2024-11-08,suswork株式会社,代表取締役,田岡 凌
MarkeZine,https://markezine.jp/article/detail/47421,2024-11-14,株式会社ミスミ,IDマーケティング推進室 ジェネラルマネジャー,大川英恵
MarkeZine,https://markezine.jp/article/detail/47422,2024-11-13,株式会社サイバーセキュリティクラウド,マーケティング本部 副本部長 兼マーケティング部 部長,井田有里紗
MarkeZine,https://markezine.jp/article/detail/47436,2025-01-07,Side Kicks株式会社,Executive Officer,山田央
MarkeZine,https://markezine.jp/article/detail/47451,2025-01-08,株式会社MOTTO,代表取締役,佐藤基
MarkeZine,https://markezine.jp/article/detail/47451,2025-01-08,"Duolingo, Inc.",Director of Regional Marketing,水谷翔
MarkeZine,https://markezine.jp/article/detail/47451,2025-01-08,株式会社MIXI,デジタルエンターテインメントオペレーションズ本部 事業戦略部 部長,青山智史
MarkeZine,https://markezine.jp/article/detail/47455,2024-12-20,株式会社電通, 第9ビジネスプランニング局 統合マーケティングプロデュース部,林田 昂平
MarkeZine,https://markezine.jp/article/detail/47455,2024-12-20,株式会社電通,第1CRプランニング局 デジタル・クリエーティブ1部プランナー,三浦 慎也
MarkeZine,https://markezine.jp/article/detail/47491,2025-01-27,株式会社電通,統括執行役員（ストラテジー領域）,深田欧介
MarkeZine,https://markezine.jp/article/detail/47479,2024-12-20,株式会社オンデーズ,マーケティング部 部長,鳥居 長英
MarkeZine,https://markezine.jp/article/detail/47479,2024-12-20,株式会社電通,第17ビジネスプロデュース局 トランスフォーメーション・プロデュース部長,関谷 謙志
MarkeZine,https://markezine.jp/article/detail/47478,2025-01-14,カタリナマーケティングジャパン株式会社,取締役副社長 最高執行責任者 COO,松田伊三雄
MarkeZine,https://markezine.jp/article/detail/47480,2024-12-12,株式会社ヤマップ,安全推進チーム長,小野寺 洋
MarkeZine,https://markezine.jp/article/detail/47494,2025-01-31,株式会社オプト,CX開発本部 CREATION1部 部長,早田 翼
MarkeZine,https://markezine.jp/article/detail/47501,2025-02-25,株式会社ウェザーニューズ,総合プロデューサー,村田 泰謁
MarkeZine,https://markezine.jp/article/detail/47502,2025-02-26,ハイネケン・ジャパン株式会社,マーケティング部 ディレクター,須田伸
MarkeZine,https://markezine.jp/article/detail/47534,2024-12-26,ミロゴス株式会社,セールス部 マネージャー,千葉萌香
MarkeZine,https://markezine.jp/article/detail/47534,2024-12-26,ミロゴス株式会社,セールス部 エキスパート,橘瑛穂
MarkeZine,https://markezine.jp/article/detail/47555,2025-01-16,株式会社TBWA\HAKUHODO,ChiefCreative Officer／Disruption Lab,細田 高広
MarkeZine,https://markezine.jp/article/detail/47558,2024-12-11,アドビ株式会社,代表取締役社長,中井陽子
MarkeZine,https://markezine.jp/article/detail/47572,2025-01-16,株式会社ディスカバリー,運用部 ダイレクトマーケティンググループ リーダー,久保田 悠人
MarkeZine,https://markezine.jp/article/detail/47572,2025-01-16,スマートニュース株式会社,広告代理店第二事業部 第二営業課 アカウントエグゼクティブ,浅香 俊一
MarkeZine,https://markezine.jp/article/detail/47588,2025-01-09,株式会社電通,第１CRプランニング局 アートディレクター くぼた,えみ
MarkeZine,https://markezine.jp/article/detail/47589,2025-01-09,株式会社MADS,広告事業部 部長,工藤 裕貴
MarkeZine,https://markezine.jp/article/detail/47590,2025-01-16,株式会社unerry,リテール・メディア事業開発担当VP,一枝 悟史
MarkeZine,https://markezine.jp/article/detail/47596,2025-01-30,KDDI株式会社,ブランド・コミュニケーション本部 コミュニケーションデザイン部 IMC推進室戦略グループ,草野 美紀
MarkeZine,https://markezine.jp/article/detail/47596,2025-01-30,studio15株式会社,セールス事業部 リーダー,吉田 健生
MarkeZine,https://markezine.jp/article/detail/47597,2024-12-25,株式会社サイバーエージェント,インターネット広告事業本部 縦型動画戦略局 局長,三浦 大輝
MarkeZine,https://markezine.jp/article/detail/47607,2025-01-23,株式会社ヤッホーブルーイング,よなよな編集部,村井 美月
MarkeZine,https://markezine.jp/article/detail/47608,2025-01-17,株式会社みずほフィナンシャルグループ,執行役 グループCCuO兼グループCBO,秋田 夏実
MarkeZine,https://markezine.jp/article/detail/47613,2024-12-27,Septeni Japan株式会社,データ事業本部 ソリューション営業部 パフォーマンスリード,福山 浩平
MarkeZine,https://markezine.jp/article/detail/47613,2024-12-27,Septeni Japan株式会社,第一営業本部 第二営業部 パフォーマンスリード,嶋田 悠大
MarkeZine,https://markezine.jp/article/detail/47692,2025-01-22,株式会社radiko,,五十嵐 渉
MarkeZine,https://markezine.jp/article/detail/47687,2025-02-19,株式会社スプリックス,マーケティング部 副部長,小橋洋平
MarkeZine,https://markezine.jp/article/detail/47687,2025-02-19,株式会社オプト,プラットフォームサクセス本部専門役員,野嶋友博
MarkeZine,https://markezine.jp/article/detail/47699,2024-12-26,株式会社CARTA,MARKETING FIRM 海外事業本部 Senior Account Executive,田村怜子
MarkeZine,https://markezine.jp/article/detail/47717,2025-04-02,株式会社ロッテ,マーケティング本部 第一ブランド戦略部 焼き菓子企画課 主査,久保田 祐揮
MarkeZine,https://markezine.jp/article/detail/47717,2025-04-02,花王株式会社,デジタル戦略部門 デジタル戦略企画センター 戦略企画部,廣澤 祐
MarkeZine,https://markezine.jp/article/detail/47716,2025-09-29,株式会社ファミリーマート,デジタル事業本部 デジタル事業部長,国立 冬樹
MarkeZine,https://markezine.jp/article/detail/47716,2025-09-29,株式会社ツルハホールディングス,執行役員 経営戦略本部長 兼 情報システム本部長,小橋 義浩
MarkeZine,https://markezine.jp/article/detail/47730,2025-01-20,僕と私と株式会社,代表取締役／Z世代の,企画屋 今瀧健登
MarkeZine,https://markezine.jp/article/detail/47744,2025-02-06,株式会社,シップス 営業本部 販売促進部 主幹,三瀬 崇弘
MarkeZine,https://markezine.jp/article/detail/47791,2025-02-04,ほけんの窓口グループ株式会社,マーケティング部 部長,中島哲嗣
MarkeZine,https://markezine.jp/article/detail/47808,2025-01-24,株式会社ユナイテッドアローズ,OMO本部 本部長,岩井一紘
MarkeZine,https://markezine.jp/article/detail/47808,2025-01-24,BIPROGY株式会社,プロダクトサービス本部 第六部 OBDサービス運用室 シニア・スペシャリスト,渡邉充隆
MarkeZine,https://markezine.jp/article/detail/47809,2025-01-31,株式会社ユナイテッドアローズ,OMO本部 デジタルマーケティング部 エグゼクティブマネジャー,佐々木 慎朗
MarkeZine,https://markezine.jp/article/detail/47809,2025-01-31,BIPROGY株式会社,プロダクトサービス本部 第六部 OBDサービス運用室企画課,渡邉充隆
MarkeZine,https://markezine.jp/article/detail/47813,2025-01-15,一般社団法人日本エビデンスベーストマーケティング研究機構,代表理事,木田浩理
MarkeZine,https://markezine.jp/article/detail/47816,2025-02-19,【左】瀬戸口＆アソシエーツ 代表／株式会社日経リサーチ,客員コンサルタント,瀬戸口修
MarkeZine,https://markezine.jp/article/detail/47816,2025-02-19,【右】キヤノンマーケティングジャパン株式会社,ブランドコミュニケーション本部 デジタルコミュニケーション,企画部 西田健
MarkeZine,https://markezine.jp/article/detail/47817,2025-02-20,瀬戸口＆アソシエーツ代表／株式会社日経リサーチ,客員コンサルタント,瀬戸口修
MarkeZine,https://markezine.jp/article/detail/47824,2025-02-07,株式会社asken,取締役,天辰 次郎
MarkeZine,https://markezine.jp/article/detail/47829,2025-03-03,株式会社ブランドエンジニアリング,代表取締役,小々馬 敦
MarkeZine,https://markezine.jp/article/detail/47842,2025-02-21,株式会社オプト,Metaパフォーマンス室 室長／広告事業AI責任者,西森智也
MarkeZine,https://markezine.jp/article/detail/47865,2025-03-05,クラシエ株式会社,ホームプロダクツカンパニー ヘアケアマーケティング部 課長,綿引志帆
MarkeZine,https://markezine.jp/article/detail/47878,2025-01-24,株式会社日本HP,マーケティング本部 コンシューマーマーケティング部長,梶間 渉
MarkeZine,https://markezine.jp/article/detail/47880,2025-05-19,株式会社コーセー,宣伝部 メディア統括課,中村 豪
MarkeZine,https://markezine.jp/article/detail/47880,2025-05-19,花王株式会社,デジタル戦略部門 デジタル戦略企画センター 戦略企画部,廣澤 祐
MarkeZine,https://markezine.jp/article/detail/47881,2025-03-24,株式会社Natee,執行役員 SNSマーケティング事業本部長,大江祐介
MarkeZine,https://markezine.jp/article/detail/47884,2025-01-10,早稲田大学大学院,早稲田大学ビジネススクール 教授,入山章栄
MarkeZine,https://markezine.jp/article/detail/47885,2025-02-14,NECパーソナルコンピュータ株式会社,商品企画本部 本部長,森部浩至
MarkeZine,https://markezine.jp/article/detail/47889,2025-01-15,株式会社テレビ東京,マーケティング局 マーケティングセンター 担当部長,田村 崇
MarkeZine,https://markezine.jp/article/detail/47897,2025-03-24,花王株式会社,グローバルコンシューマーケア部門 ヘルスビューティケア事業部門 ヘアケア事業部 ブランドマネジャー,矢野由佳
MarkeZine,https://markezine.jp/article/detail/47897,2025-03-24,株式会社スパイスボックス,ビジネスプロデュース局 ユニットリーダー シニアビジネスプロデューサー,梅ヶ谷葵
MarkeZine,https://markezine.jp/article/detail/47895,2025-02-05,株式会社電通PRコンサルティング,統合コミュニケーション局 データストラテジー部 部長 チーフ・コンサルタント,酒井繁
MarkeZine,https://markezine.jp/article/detail/47896,2025-02-21,株式会社TimeTree,マーケティングチーム マネージャー,古賀旺人
MarkeZine,https://markezine.jp/article/detail/47896,2025-02-21,株式会社Hakuhodo,DY ONE 戦略ソリューション本部 共創ソリューション局 第二コンサルティング部 チームリーダー,横田晴香
MarkeZine,https://markezine.jp/article/detail/47912,2025-02-04,KDDI株式会社,ブランド・コミュニケーション本部 コミュニケーションデザイン部 メディア企画グループ,柴山 智子
MarkeZine,https://markezine.jp/article/detail/47912,2025-02-04,KDDI株式会社,ブランド・コミュニケーション本部 コミュニケーションデザイン部 メディア企画グループ グループリーダー,後舎 満
MarkeZine,https://markezine.jp/article/detail/47909,2025-03-07,雪印メグミルク株式会社,マーケティング部 マーケティング企画G 課長,橋爪 和美
MarkeZine,https://markezine.jp/article/detail/47925,2025-02-06,ヤマハ株式会社,ブランド戦略本部 コーポレート・マーケティング部 CXマーケティンググループ リーダー,加藤 剛士
MarkeZine,https://markezine.jp/article/detail/47925,2025-02-06,suswork株式会社,代表取締役,田岡 凌
MarkeZine,https://markezine.jp/article/detail/47925,2025-02-06,ヤマハ株式会社,ブランド戦略本部 コーポレート・マーケティング部 CXマーケティンググループ 主幹,赤尾 枝里子
MarkeZine,https://markezine.jp/article/detail/47965,2025-02-12,株式会社LayerX ,CCO,石黒 卓弥
MarkeZine,https://markezine.jp/article/detail/47989,2025-01-21,アサヒビール株式会社,スマドリマーケティング部,岡村 知明
MarkeZine,https://markezine.jp/article/detail/48009,2025-01-22,江崎グリコ株式会社,健康イノベーション事業本部 健康事業マーケティング部 グループ,長 古川大平
MarkeZine,https://markezine.jp/article/detail/48011,2025-01-24,株式会社パル,3COINSブランドディレクター,肥後俊樹
MarkeZine,https://markezine.jp/article/detail/48012,2025-01-30,株式会社,サイバーエージェント 執行役員,坂井 嘉裕
MarkeZine,https://markezine.jp/article/detail/48014,2025-02-04,X Corp.Japan株式会社,代表取締役,松山 歩
MarkeZine,https://markezine.jp/article/detail/48019,2025-02-12,リンクトイン・ジャパン株式会社,執行役員 広告事業統括責任者,堀 母日花
MarkeZine,https://markezine.jp/article/detail/48072,2025-03-27,株式会社アムタス,コンテンツビジネス局 オリジナルコミック企画編集チーム,長 山内稔
MarkeZine,https://markezine.jp/article/detail/48072,2025-03-27,株式会社アムタス,コンテンツビジネス局 オリジナルコミック企画編集チーム 上級主任,高根るり子
MarkeZine,https://markezine.jp/article/detail/48076,2025-03-28,キヤノンマーケティングジャパン株式会社,ブランドコミュニケーション本部 課長,吉田明
MarkeZine,https://markezine.jp/article/detail/48076,2025-03-28,キヤノンマーケティングジャパン株式会社,ブランドコミュニケーション本部 チーフ,宮下由香
MarkeZine,https://markezine.jp/article/detail/48081,2025-02-07,Braze株式会社,代表取締役社長,水谷 篤尚
MarkeZine,https://markezine.jp/article/detail/48096,2025-02-27,三井住友カード株式会社,マーケティング本部 本部長補佐 Olive/戦略企画担当,伊藤亮佑
MarkeZine,https://markezine.jp/article/detail/48099,2025-01-23,株式会社デジタルガレージ,フィナンシャルマーケティング本部 ペイメントマーケティング部 部長／株式会社DGフィナンシャルテクノロジー 営業本部 マーケティング部 部長,太田裕介
MarkeZine,https://markezine.jp/article/detail/48114,2025-02-18,株式会社ディスカバリー,運用部 ダイレクトマーケティンググループ コンサルタント,野口 武準
MarkeZine,https://markezine.jp/article/detail/48114,2025-02-18,株式会社ディスカバリー,運用部 ダイレクトマーケティンググループ リーダー,久保田 悠人
MarkeZine,https://markezine.jp/article/detail/48114,2025-02-18,スマートニュース株式会社,広告代理店 第二事業部 第二営業課 エージェンシーセールス,浅香 俊一
MarkeZine,https://markezine.jp/article/detail/48114,2025-02-18,スマートニュース株式会社,広告戦略企画部 パフォーマンス領域企画,佐藤 長太郎
MarkeZine,https://markezine.jp/article/detail/48152,2025-02-19,写真左：株式会社中国新聞社,執行役員 メディア開発局長 岡田 浩一氏、写真右：同社メディア開発局 メディア開発部長,石井 将文
MarkeZine,https://markezine.jp/article/detail/48153,2025-02-19,九州旅客鉄道株式会社,事業開発本部デジタル事業創造部 クレジット・企画 副課長,山田和弘
MarkeZine,https://markezine.jp/article/detail/48153,2025-02-19,株式会社Brandism,代表取締役社長,木村元
MarkeZine,https://markezine.jp/article/detail/48155,2025-03-12,株式会社ファンケル,健康食品事業本部 健康食品商品企画部 商品企画第二グループ 課長,勢村 祐美
MarkeZine,https://markezine.jp/article/detail/48170,2025-02-07,株式会社明治,価値創造戦略本部 戦略推進部 コンテンツ開発Ｇ長／明治ホールディングスグループDX戦略部兼務,川端善也
MarkeZine,https://markezine.jp/article/detail/48170,2025-02-07,株式会社,Wellnize 代表取締役 兼 執行役CEO,木下寛大
MarkeZine,https://markezine.jp/article/detail/48268,2025-04-21,兼 MetricWorks Japan株式会社,Chief Executive Officer,神田佑貴
MarkeZine,https://markezine.jp/article/detail/48269,2025-06-12,アッヴィ合同会社,アラガン・エステティックス デジタル部 部長,西澤 孝士
MarkeZine,https://markezine.jp/article/detail/48270,2025-03-25,株式会社紀文食品,営業本部 営業企画部 デジタルコミュニケーション担当,安達 祐里佳
MarkeZine,https://markezine.jp/article/detail/48278,2025-03-21,株式会社MCCマネジメント,商品統括本部 商品開発部 商品開発課 次長,櫻井 壱典
MarkeZine,https://markezine.jp/article/detail/48379,2025-03-27,PLAINER株式会社,代表取締役 CEO,小林大
MarkeZine,https://markezine.jp/article/detail/48381,2025-03-28,アサヒグループ食品株式会社,企画本部 人事総務部 主任,高橋直美
MarkeZine,https://markezine.jp/article/detail/48382,2025-03-11,株式会社みっとめるへん社,サン宝石事業部,神崎仁美
MarkeZine,https://markezine.jp/article/detail/48384,2026-01-27,株式会社クー・マーケティング・カンパニー,代表取締役,音部大輔
MarkeZine,https://markezine.jp/article/detail/48400,2025-02-21,日本EC協会,代表理事,福島亮
MarkeZine,https://markezine.jp/article/detail/48489,2025-03-21,株式会社,博報堂プロダクツ MD ビジネス事業本部 アシスタントプロデューサー,西澤 美咲
MarkeZine,https://markezine.jp/article/detail/48489,2025-03-21,株式会社,博報堂 ビジネス推進局 ビジネスプロデューサー,伊藤 佑介
MarkeZine,https://markezine.jp/article/detail/48518,2025-04-21,株式会社インターブランドジャパン,代表取締役会長 兼 社長 兼 CEO,並木将仁
MarkeZine,https://markezine.jp/article/detail/48532,2025-05-22,株式会社電通デジタル,プラットフォーム部門 ソーシャルコネクトグループ チーフメディアリサーチャー,天野彬
MarkeZine,https://markezine.jp/article/detail/48532,2025-05-22,株式会社電通デジタル,プラットフォーム部門 ソーシャルコネクトグループ グループマネージャー,鈴木悠真
MarkeZine,https://markezine.jp/article/detail/48532,2025-05-22,株式会社電通デジタル,ソーシャルエンゲージメントデザイン部門 ソーシャルコネクトグループ グループマネージャー,金丸洋子
MarkeZine,https://markezine.jp/article/detail/48550,2025-03-14,アクセンチュア株式会社,ソング本部 Design ＆ Digital Products マネジング・ディレクター,野田慎太郎
MarkeZine,https://markezine.jp/article/detail/48550,2025-03-14,アクセンチュア株式会社,ソング本部 Design＆Digital Products マネジャー,上江洲佑布子
MarkeZine,https://markezine.jp/article/detail/48544,2025-03-28,日本アイ・ビー・エム株式会社,コンサルティング事業本部 インタラクティブ・エクスペリエンス事業部 パートナー／理事,若松 幸太郎
MarkeZine,https://markezine.jp/article/detail/48588,2025-05-16,ノバセル株式会社,グロースパートナー事業部 部長,綿川 奨吾
