keyword,company_name,title,publish_date,article_url
部長,Sansan株式会社,Sansan、ダイワボウ情報システムと販売代理店契約を締結,2026-07-16,https://prtimes.jp/main/html/rd/p/000000857.000049627.html
部長,森ビル株式会社,大企業向けインキュベーション施設ARCH Toranomon Hills 新規事業創出を加速する新サービス「ARCH Booster Plan」を開始,2026-07-16,https://prtimes.jp/main/html/rd/p/000000402.000048109.html
部長,株式会社シー・エス・エス,【経営者・決裁者限定】BtoBプラットフォーム「Qube」初のピッチイベント『Qube Pitch』を8月25日(火)に開催。次世代スタートアップ4社が登壇！,2026-07-16,https://prtimes.jp/main/html/rd/p/000000015.000107279.html
部長,FCジュロン,キリンホールディングス株式会社（ヘルスサイエンス事業）オフィシャルパートナー契約締結のお知らせ,2026-07-16,https://prtimes.jp/main/html/rd/p/000000217.000022446.html
部長,パーソルキャリア株式会社,大企業向けインキュベーション施設 ARCH Toranomon Hills　新規事業創出を加速する新サービス「ARCH Booster Plan」を開始,2026-07-16,https://prtimes.jp/main/html/rd/p/000001064.000022215.html
部長,株式会社ギブリー,ギブリー、AIネイティブカンパニーへの企業変革をテーマとする大型AIカンファレンス「Givery Summit 2026 - AI Native Shift -」7月22日開催！,2026-07-16,https://prtimes.jp/main/html/rd/p/000000397.000002454.html
部長,学校法人栗本学園,日進市国際交流協会主催 第4回多文化理解新発見講座にて名古屋商科大学 国際学部 学部長 磯野英治教授による講演が行われました,2026-07-16,https://prtimes.jp/main/html/rd/p/000000389.000085831.html
部長,UiPath株式会社,UiPath、Databricksとの提携により、AI主導のエンタープライズオペレーションを推進,2026-07-16,https://prtimes.jp/main/html/rd/p/000000085.000048629.html
部長,テクノスジャパン,ERPの標準性を守りつつ、取引先連携の技術的負債を防ぐ「第三の選択肢」とは,2026-07-16,https://prtimes.jp/main/html/rd/p/000000124.000011506.html
部長,カルビー株式会社,カルビー史上初！ AIでバリューチェーンを最適化し、利益を最大化するプランをシミュレーションするシステムを自社開発『C-BOSS（シーボス）』,2026-07-16,https://prtimes.jp/main/html/rd/p/000001894.000030525.html
部長,株式会社コードタクト,1on1が「マネージャーの負担の場」から「部下の成長の場」に変わる。シンギュレイト×B-Connect×コードタクトによる共催ウェビナーを7月29日に開催,2026-07-16,https://prtimes.jp/main/html/rd/p/000000154.000025975.html
部長,株式会社UPDATER,"廃校の教室で学ぶ""使い終えた太陽光パネル""の未来。中南米6カ国のJICA研修員が「じりじりリユース発電所」を視察",2026-07-16,https://prtimes.jp/main/html/rd/p/000000365.000050516.html
部長,日本シグマックス株式会社,“姿勢が悪い”と決めつける前に、背中の左右差に気づけていますか？　思春期特発性側弯症（AIS）、小・中・高校生の保護者層でも約7割が「名前も特徴も知らない」,2026-07-16,https://prtimes.jp/main/html/rd/p/000000649.000002354.html
部長,Quollio,インフォマート、Quollio のデータインテリジェンスプラットフォームを導入し、AI時代のデータ基盤を構築,2026-07-16,https://prtimes.jp/main/html/rd/p/000000035.000090718.html
部長,株式会社いーふらん,【福利厚生】いーふらん、会長主催！第72回夏のラフティング＆豪華黒毛和牛焼肉バスツアーを開催！,2026-07-16,https://prtimes.jp/main/html/rd/p/000000291.000080252.html
部長,株式会社NTTデータグローバルソリューションズ,AI時代の経営変革を加速する「Autonomous Enterprise支援サービス」を提供開始,2026-07-16,https://prtimes.jp/main/html/rd/p/000000008.000175398.html
部長,京都モダン建築祭実行委員会,「2026年京都モダン建築祭」パスポート本日7月16日発売開始,2026-07-16,https://prtimes.jp/main/html/rd/p/000000001.000187262.html
部長,株式会社Hinotori,Threadsを活用し、“選ばれる理由”を届ける発信で自社予約の最大化を支援,2026-07-16,https://prtimes.jp/main/html/rd/p/000000014.000142509.html
部長,株式会社SIGNING,海外視察研修プログラム『INNOVATOR’S PASSPORT　LONDON&BARCELONA』開催決定。,2026-07-16,https://prtimes.jp/main/html/rd/p/000000111.000097754.html
部長,YOMIKO,海外視察研修プログラム 『INNOVATOR’S PASSPORT LONDON&BARCELONA』開催決定。,2026-07-16,https://prtimes.jp/main/html/rd/p/000000176.000006104.html
部長,株式会社Too,先生が授業での生成AI活用事例をご紹介。「AI時代の授業づくりアップデートセミナー～Adobe Express実践ワークショップ～」を2026年8月25日（火）に東京・虎ノ門で開催,2026-07-16,https://prtimes.jp/main/html/rd/p/000000357.000004669.html
部長,ULSコンサルティング株式会社,ULSコンサルティング、サントリーホールディングスにAI駆動開発基盤「Cognition Platform」を導入,2026-07-16,https://prtimes.jp/main/html/rd/p/000000058.000116275.html
部長,株式会社サリバテック,株式会社サリバテック、山形県立致道館高等学校の「キャリアプログラム」に登壇,2026-07-16,https://prtimes.jp/main/html/rd/p/000000055.000085491.html
部長,株式会社ニッスイ,「ネイチャーポジティブ」を目指す国際会議に初参加　小学生が完全養殖を学ぶ体験型ブースも,2026-07-16,https://prtimes.jp/main/html/rd/p/000000145.000019296.html
部長,パーソルクロステクノロジー株式会社,パーソルクロステクノロジー、AIマネジメントシステムの国際規格「ISO/IEC 42001」認証を取得,2026-07-16,https://prtimes.jp/main/html/rd/p/000000096.000124595.html
部長,株式会社フジヤ,来場者の95%が「来てよかった」――「ひろしまドリミネーション2025」が、経済産業省後援「第12回JACEイベントアワード」でブロンズ賞を受賞！～2026年冬、全国に向けた更なるブランド価値向上へ～,2026-07-16,https://prtimes.jp/main/html/rd/p/000000011.000086525.html
部長,株式会社コミュニティオ,アイ・ティー・エス・ジャパン株式会社、部門を越えたコミュニケーション活性化に「TeamSticker」でアプローチ,2026-07-16,https://prtimes.jp/main/html/rd/p/000000087.000044140.html
部長,株式会社ＬＯＫＯＳＯＬ（ロコソル）,「部下が何を考えているか分からない」を見える化、成長促進のロコソルアプリ,2026-07-16,https://prtimes.jp/main/html/rd/p/000000008.000056831.html
部長,株式会社旦,【ねこだまサマーイベント開催！】第一弾は『辞書クイズ』～コトバの海で ”あそび・まなび” 尽くす夏休み！！,2026-07-16,https://prtimes.jp/main/html/rd/p/000000025.000168199.html
部長,株式会社ドリーム・アーツ,【多店舗・多拠点企業400名に聞いた「店舗関連情報」についての調査】約8割がExcel・紙依存、一元管理できている企業は約2割、店舗・拠点情報の管理負荷は経営層・部長に集中,2026-07-16,https://prtimes.jp/main/html/rd/p/000000296.000025071.html
部長,株式会社ラフール,ラフール、7月16日（木）開催「Noroshi Summit 2026」の従業員育成セッションに登壇,2026-07-16,https://prtimes.jp/main/html/rd/p/000000349.000042113.html
部長,マジセミ株式会社,『【従業員50名から200名の情シス向け】現場に感謝されるパスワードレス認証の始め方』というテーマのウェビナーを開催,2026-07-16,https://prtimes.jp/main/html/rd/p/000005459.000054842.html
部長,MOLTON株式会社,法務部門の89.8%がAIを導入済み、しかし「使いこなせている」は32%——上場企業の法務担当者206名に聞いたAI活用実態調査レポートを公開,2026-07-16,https://prtimes.jp/main/html/rd/p/000000056.000126939.html
部長,株式会社エクサウィザーズ,AIによる企業変革を「覚悟」と「熱意」で加速させる ─ 「AI Innovators Forum 2026」を10月14日に開催,2026-07-16,https://prtimes.jp/main/html/rd/p/000000469.000030192.html
部長,株式会社overflow,7月30日開催「AI×採用カンファレンス 2026 summer」、全登壇者およびセッションタイムテーブルを公開,2026-07-16,https://prtimes.jp/main/html/rd/p/000000314.000053307.html
部長,日本経営グループ,【登壇告知】未来へ紡ぐ病院経営に、AIとバックオフィスDXを。,2026-07-16,https://prtimes.jp/main/html/rd/p/000000056.000105083.html
部長,株式会社ギークピクチュアズ,ギークピクチュアズが製作および制作プロダクションとしても参加10月30日（金）公開、森田剛主演の最新作『見上げてごらん』 個性あふれる新キャスト発表・場面写真が解禁！,2026-07-16,https://prtimes.jp/main/html/rd/p/000000334.000046517.html
部長,台湾貿易センター,台北スマートテックパビリオンが「TAIWAN EXPO JAPAN 2026」に登場！,2026-07-15,https://prtimes.jp/main/html/rd/p/000000021.000131843.html
部長,株式会社エコグリーンホールディングス,障がい者就労支援と森林再生を両立する「林福連携」モデルを本格的にスタート,2026-07-15,https://prtimes.jp/main/html/rd/p/000000003.000187018.html
部長,ビジネスコーチ株式会社,【無料／対面開催】新たな役割・ミッションへのトランジションを成功に導くコーチングの活用,2026-07-15,https://prtimes.jp/main/html/rd/p/000000095.000040945.html
部長,一般財団法人バイオインダストリー協会,【受賞者決定！】2026年度第10回「バイオインダストリー大賞」「バイオインダストリー奨励賞」,2026-07-15,https://prtimes.jp/main/html/rd/p/000000008.000127316.html
部長,認定NPO法人Teach For Japan,Teach For Japan、教育に関わる多様な人が集う「教師の日ギャザリング2026」を開催,2026-07-15,https://prtimes.jp/main/html/rd/p/000000049.000034132.html
部長,学校法人江戸川学園　江戸川大学,江戸川大学男子バスケットボール部が日本一の快挙 第4回全日本大学バスケットボール新人戦（新人インカレ）で初優勝,2026-07-15,https://prtimes.jp/main/html/rd/p/000000006.000130728.html
部長,TSKさんいん中央テレビ,TSKさんいん中央テレビが菱農エンジニアリング株式会社の株式を取得,2026-07-15,https://prtimes.jp/main/html/rd/p/000000147.000086416.html
部長,株式会社髙島屋,【日本橋高島屋】「ザ・ファミリー・オブ・マン写真展　人類愛と平和のビジョンを、いま再び」／ニューヨーク近代美術館（MoMA）で1955年に誕生した20世紀を代表する大規模な写真展が、現代に蘇る！,2026-07-15,https://prtimes.jp/main/html/rd/p/000001503.000069859.html
部長,株式会社新経営サービス,「後継者候補いるのに倒産」時代に必要な後継者に伝えるべき経営の「在り方」を【事業承継士】が解説,2026-07-15,https://prtimes.jp/main/html/rd/p/000000085.000065378.html
部長,株式会社NTTドコモ,【NTTドコモグループ新規事業創出プログラム「docomo STARTUP」からスタートアップが誕生】ロボット統合制御技術の社会実装をめざすスタートアップ「ROBOTS」をスピンアウト,2026-07-15,https://prtimes.jp/main/html/rd/p/000000862.000118641.html
部長,Booost株式会社,Booost、CFO協会セミナーで「CFOラインの主導性」をテーマに講演・クロストークを実施,2026-07-15,https://prtimes.jp/main/html/rd/p/000000276.000056793.html
部長,株式会社jig.jp,株式会社jig.jp、アニメーション映画『神去月のけもの』製作委員会へ参画決定,2026-07-15,https://prtimes.jp/main/html/rd/p/000000049.000070695.html
部長,株式会社ROBOTS,現場で働くほど賢くなるロボット統合制御基盤のROBOTS、インキュベイトファンド・NTTドコモを引受先にシードラウンドの資金調達を実施,2026-07-15,https://prtimes.jp/main/html/rd/p/000000002.000186946.html
部長,オデッセイ,【オデッセイ 人的資本調査】人的資本情報の開示、上場企業と非上場企業で広がる格差,2026-07-15,https://prtimes.jp/main/html/rd/p/000000061.000026061.html
部長,パルシステム連合会,被爆者や利用者家族小中学生など50人が交流　新宿と武蔵野つなぎ耳傾けた被爆の実相〔東京〕,2026-07-15,https://prtimes.jp/main/html/rd/p/000001286.000006976.html
部長,公益社団法人 日本パブリックリレーションズ協会,パブリックリレーションズ入門Web講座2025【7月15日（水）から販売開始,2026-07-15,https://prtimes.jp/main/html/rd/p/000000012.000165543.html
部長,JKK東京（東京都住宅供給公社）,【開催報告】令和８年度「営繕工事優良現場代理人等表彰式」を開催！現場代理人の意欲・技術の向上と施工品質の確保を目ざして,2026-07-15,https://prtimes.jp/main/html/rd/p/000000261.000057497.html
部長,Starlight Engine株式会社,Starlight Engine、第三者割当増資により総額60億円超の外部資金を初めて調達,2026-07-15,https://prtimes.jp/main/html/rd/p/000000012.000152790.html
部長,株式会社平和堂,【平和堂】エリエールブランド商品お買い上げ金の一部を、滋賀県「子どもの笑顔はぐくみプロジェクト」へ寄付,2026-07-15,https://prtimes.jp/main/html/rd/p/000000574.000096754.html
部長,株式会社コードタクト,経験学習研究の第一人者・松尾睦教授が登壇。部下の成長を促す「リフレクション（内省）支援」とは,2026-07-15,https://prtimes.jp/main/html/rd/p/000000151.000025975.html
部長,ノボ ノルディスク ファーマ株式会社,成長ホルモン治療中のお子さんとご家族を応援する夏休みイベント「親子で考える『未来』のじかん」 ～遊んで学ぶ、夏の成長セミナー～ を開催,2026-07-15,https://prtimes.jp/main/html/rd/p/000000162.000006756.html
部長,ProFuture株式会社,HR領域の世界的権威 Josh Bersin氏が緊急登壇決定！養老武司氏、山口周氏、楠木建氏、三宅香帆氏…他、「HRサミット2026」申込開始！,2026-07-15,https://prtimes.jp/main/html/rd/p/000000128.000041222.html
部長,大王製紙株式会社,ーエリエール えがおにタッチPROJECTー 平和堂でのエリエール商品の売り上げの一部を滋賀県の「子どもの笑顔はぐくみプロジェクト」へ寄付,2026-07-15,https://prtimes.jp/main/html/rd/p/000000777.000001310.html
部長,Sansan株式会社,Sansan、NTTデータと「Bill One」の販売代理店契約を締結,2026-07-15,https://prtimes.jp/main/html/rd/p/000000856.000049627.html
部長,ウィルグループ,"人流データは""集める""だけでは終わらせない　宮城県塩竈市の花火大会で人流データ活用の実証を実施",2026-07-15,https://prtimes.jp/main/html/rd/p/000000415.000034777.html
部長,シーホース三河,【シーホース三河】2026-27シーズン チームドクター決定のお知らせ,2026-07-15,https://prtimes.jp/main/html/rd/p/000001186.000097825.html
部長,RASTAR GAMES,『メイプルストーリーR: エボリューション』×「くまモン」コラボイベントを7月15日（水）より開催！,2026-07-15,https://prtimes.jp/main/html/rd/p/000000043.000091456.html
部長,姫路市,ミネルバ大学及び一般社団法人Minerva Japan（ミネルバジャパン）との包括連携協定締結について,2026-07-15,https://prtimes.jp/main/html/rd/p/000000460.000073910.html
部長,シーホース三河,高浜市・杉浦市長「スポーツビジネスを知る機会にも」と期待。シーホース三河が表敬訪問で『西三河コラボTシャツ』を贈呈し、地域一体の盛り上げを誓う,2026-07-15,https://prtimes.jp/main/html/rd/p/000001185.000097825.html
部長,株式会社WACUL,CVR約140％向上のその先へ。学校法人三幸学園が進めるマーケティング全体最適,2026-07-15,https://prtimes.jp/main/html/rd/p/000000458.000011052.html
部長,一般社団法人日本フットゴルフ協会,フットゴルフ初のユースW杯開催！若き日本代表5名が、世界一を目指しドイツへ出陣！,2026-07-15,https://prtimes.jp/main/html/rd/p/000000056.000151152.html
部長,株式会社リウゼン,株式会社リウゼン、配送事業を担う子会社「TRAX合同会社」を設立　―同時にコーポレートサイトを全面刷新,2026-07-15,https://prtimes.jp/main/html/rd/p/000000002.000185831.html
部長,フィリップ モリス ジャパン合同会社,フィリップ モリス ジャパンが大阪府との包括連携協定に基づく「大阪農業トップランナー育成講座」プレセミナーを7月14日に開催,2026-07-15,https://prtimes.jp/main/html/rd/p/000000186.000043993.html
部長,"Club Business Japan, Inc.",HYROX事業研究カンファレンス2026 緊急開催,2026-07-15,https://prtimes.jp/main/html/rd/p/000000052.000022662.html
部長,NPO法人ゲートキーパー支援センター,【近畿圏の学校教職員向け、電話相談を開始しました】,2026-07-15,https://prtimes.jp/main/html/rd/p/000000009.000149189.html
部長,株式会社マイクロアド,【7月30日開催：海外マーケティング担当者向け】インバウンドマーケテイング施策大全2026｜なぜあのブランドは訪日客に選ばれるのか？ 売上につながるインバウンド施策を一日で徹底比較,2026-07-15,https://prtimes.jp/main/html/rd/p/000000259.000064055.html
部長,株式会社セミナーインフォ,第一生命/北國銀行 登壇！【参加無料】2026年8月27日開催「次世代コンタクトセンターが創る金融CXの未来」 ❘ セミナーインフォ,2026-07-15,https://prtimes.jp/main/html/rd/p/000000218.000145072.html
部長,日本アムウェイ合同会社,【イベント開催レポート】　『チーム・ニュートリライト™』 未来のアスリート育成企画高知出身西内悠人選手による「キッズ・レスリング教室」開催　2026年7月11日（土）開催,2026-07-15,https://prtimes.jp/main/html/rd/p/000000027.000148465.html
部長,ハートコア株式会社,AI時代のWeb戦略を1日に凝縮！「成功戦略Webサイトサミット2026」開催決定！,2026-07-15,https://prtimes.jp/main/html/rd/p/000000053.000068468.html
部長,キーウォーカー,"生成AIの業務フロー活用はどこまで進んだ？【多業種の役職者1,004人調査】“全社展開止まり”が多数派、業務組み込みなど次のフェーズに進む企業は少数",2026-07-15,https://prtimes.jp/main/html/rd/p/000000081.000013637.html
部長,SMN株式会社,ＳＭＮ、【ターゲット】【配信先】【反応】を可視化し、広告を営業力に直結させる BtoBマーケティングソリューション「Biznt（ビズント）」提供開始,2026-07-15,https://prtimes.jp/main/html/rd/p/000000405.000013903.html
部長,株式会社ビザスク,【 7/22 (水) 16:00 】元 NTTグループ 技術事業化のプロ 山﨑氏に学ぶ 技術シーズを新事業に変える「技術転換」と「用途探索」の実践知 無料オンラインセミナーを開催,2026-07-15,https://prtimes.jp/main/html/rd/p/000000517.000015233.html
部長,レバレジーズ株式会社,AIによるコーディングの効率化が進む一方、95.5％が「今後も人間のコードレビューは必要」と回答,2026-07-15,https://prtimes.jp/main/html/rd/p/000000960.000010591.html
部長,株式会社オロ,元東証執行役員がケーススタディで解説。本気のIPO準備はここから始まる。N-2期で足踏みしないための実務と戦略を学ぶリアルセミナーを8月4日に開催,2026-07-15,https://prtimes.jp/main/html/rd/p/000000340.000075257.html
部長,TSKさんいん中央テレビ,TSKさんいん中央テレビ、Verbexと電話一次受付における音声AI実証実験を開始,2026-07-15,https://prtimes.jp/main/html/rd/p/000000145.000086416.html
部長,株式会社Verbex,Verbex、TSKさんいん中央テレビの電話一次受付に音声AIを提供、実証実験を開始,2026-07-15,https://prtimes.jp/main/html/rd/p/000000018.000172103.html
部長,株式会社いーふらん,【28卒就活】いーふらん・300名の新卒採用計画を発表 | 新卒から世界を舞台に戦うリーダーへ,2026-07-15,https://prtimes.jp/main/html/rd/p/000000290.000080252.html
