media,article_url,publish_date,client_name,caption_raw,classification,company,dept_title,name
MarkeZine,https://markezine.jp/article/detail/50749,,,株式会社電通　マーケティング統括センター メディアイノベーション研究部 主任研究員　森永陸一郎氏,regex_ok,株式会社電通,マーケティング統括センター メディアイノベーション研究部 主,任研究員 森永陸一郎
MarkeZine,https://markezine.jp/article/detail/50764,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50763,,,株式会社博報堂　CXクリエイティブ局 エクスペリエンスディレクター　中島 優人氏,regex_ok,株式会社博報堂,CXクリエイティブ局 エクスペリエンスディレクター,中島 優人
MarkeZine,https://markezine.jp/article/detail/50763,,,株式会社博報堂テクノロジーズ　Technical Lead　岸本 悠祐氏,regex_ok,株式会社博報堂テクノロジーズ,Technical Lead,岸本 悠祐
MarkeZine,https://markezine.jp/article/detail/50736,,,株式会社ADKマーケティング・ソリューションズ 執行役員 ビジネス・トランスフォーメーション・デザイン本部長 三橋 良平氏,regex_ok,株式会社ADKマーケティング・ソリューションズ,執行役員 ビジネス・トランスフォーメーション・デザイン本部長,三橋 良平
MarkeZine,https://markezine.jp/article/detail/50747,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50780,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50781,,,300Bridge　代表　藤原 義昭氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/50782,,,株式会社ハードオフコーポレーション　リンクチャネル推進室 室長　伊藤 理沙氏,regex_ok,株式会社ハードオフコーポレーション,リンクチャネル推進室 室長,伊藤 理沙
MarkeZine,https://markezine.jp/article/detail/50782,,,ZETA株式会社　シニアセールス　段 涼馬氏,regex_ok,ZETA株式会社,シニアセールス,段 涼馬
MarkeZine,https://markezine.jp/article/detail/50791,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50816,,,ソニーネットワークコミュニケーションズ株式会社　マーケティング部門 デジタルマーケティング部企画課　渡邉裕人氏,regex_ok,ソニーネットワークコミュニケーションズ株式会社,マーケティング部門 デジタルマーケティング,部企画課 渡邉裕人
MarkeZine,https://markezine.jp/article/detail/50786,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50818,,,"Duolingo, Inc.　最高マーケティング責任者（CMO）　マニュー・オーサード氏",needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/50765,,,アドビ株式会社　ジャパントランスフォーメーション本部 プリンシパルビジネスデベロップメント マネージャー　阿部 成行氏,regex_ok,アドビ株式会社,ジャパントランスフォーメーション本部 プリンシパルビジネスデベロップメント マネージャー,阿部 成行
MarkeZine,https://markezine.jp/article/detail/50820,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50821,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50822,,,中央大学　名誉教授／東京大学　講師　田中 洋氏,regex_ok,中央大学,名誉教授／東京大学 講師,田中 洋
MarkeZine,https://markezine.jp/article/detail/50826,,,株式会社ベクトル 取締役副社長 兼 株式会社プラチナム 代表取締役社長　吉柳さおり氏,regex_ok,株式会社ベクトル,取締役副社長 兼 株式会社プラチナム 代表取,締役社長 吉柳さおり
MarkeZine,https://markezine.jp/article/detail/50825,,,公益社団法人日本マーケティング協会　事務局長　河野 安彦氏,regex_ok,公益社団法人日本マーケティング協会,事務局長,河野 安彦
MarkeZine,https://markezine.jp/article/detail/50766,,,株式会社JTB　執行役員 ブランディング・マーケティング 広報担当（CMO）　風口 悦子氏,regex_ok,株式会社JTB,執行役員 ブランディング・マーケティング 広報担当（CMO）,風口 悦子
MarkeZine,https://markezine.jp/article/detail/50827,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50828,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50834,,,株式会社TBWA\HAKUHODO Chief Creative Officer／Disruption Lab　細田 高広氏,regex_ok,株式会社TBWA\HAKUHODO,Chief Creative Officer／Disruption Lab,細田 高広
MarkeZine,https://markezine.jp/article/detail/50829,,,株式会社サンシャインエンタプライズ　事業企画部 マネージャー　金子 実和子氏,regex_ok,株式会社サンシャインエンタプライズ,事業企画部 マネージャー,金子 実和子
MarkeZine,https://markezine.jp/article/detail/50829,,,株式会社電通デジタル　エクスペリエンス＆コマース第1部門 クロスプロモーション第2事業部 グループマネージャー　伊藤 大樹氏,regex_ok,株式会社電通デジタル,エクスペリエンス＆コマース第1部門 クロスプロモーション第2事業部 グループマネージャー,伊藤 大樹
MarkeZine,https://markezine.jp/article/detail/50824,,,カゴメ株式会社　マーケティング本部 飲料企画部　西澤 侃氏,regex_ok,カゴメ株式会社,マーケティング本部 飲料企画部,西澤 侃
MarkeZine,https://markezine.jp/article/detail/50824,,,PARTY　クリエイティブディレクター　眞鍋 海里氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/50824,,,HOLIDAY　アートディレクター　鈴木 友唯氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/50846,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50860,,,【左】ポップクリエイター　あさぎーにょ⽒【右】博報堂　顧問　松井美樹氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/50861,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50839,,,株式会社マッシュスタイルラボ EC事業本部 MASHストア運営部 兼 DX・システム部 部長　今井 貴大氏,regex_ok,株式会社マッシュスタイルラボ,EC事業本部 MASHストア運営部 兼 DX・システム部 部長,今井 貴大
MarkeZine,https://markezine.jp/article/detail/50839,,,株式会社CORIN 代表取締役　中村 聖子氏,regex_ok,株式会社CORIN,代表取締役,中村 聖子
MarkeZine,https://markezine.jp/article/detail/50835,,,株式会社カウシェ CMO　前本 航太氏,regex_ok,株式会社カウシェ,CMO,前本 航太
MarkeZine,https://markezine.jp/article/detail/50870,,,アディダスジャパン株式会社　コンシューマーエクスペリエンス シニアディレクター　太田公滋氏,regex_ok,アディダスジャパン株式会社,コンシューマーエクスペリエンス シニアディレクター,太田公滋
MarkeZine,https://markezine.jp/article/detail/50870,,,アディダスジャパン株式会社　ブランドアクティベーション メンバーシップ ディレクター　ヤヴァレコヴァー ルチア氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/50871,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50865,,,SCORE　戦略推進室 室長　森裕士氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/50874,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/50877,,,株式会社リクルート マーケティング室 室長 石井智之氏,regex_ok,株式会社リクルート,マーケティング室 室長,石井智之
MarkeZine,https://markezine.jp/article/detail/50878,,,（写真左）株式会社EVERRISE　執行役員CMO　松本 健太郎氏,regex_ok,（写真左）株式会社EVERRISE,執行役員CMO,松本 健太郎
MarkeZine,https://markezine.jp/article/detail/50878,,,（写真右）同センター データサイエンティスト　箕輪 映友子氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/50884,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/53206,,,ジャパン・クラウド・コンサルティング株式会社 代表取締役社長 福田康隆氏,regex_ok,ジャパン・クラウド・コンサルティング株式会社,代表取,締役社長 福田康隆
MarkeZine,https://markezine.jp/article/detail/53206,,,ナインアウト株式会社 代表取締役 石野真吾氏,regex_ok,ナインアウト株式会社,代,表取締役 石野真吾
MarkeZine,https://markezine.jp/article/detail/50868,,,株式会社農心ジャパン　成長戦略本部 本部長　鄭 永日（ジョン・ヨンイル）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/53229,,,はなさく生命保険株式会社　ダイレクトマーケット推進部 担当部長　畝村 直弥氏,regex_ok,はなさく生命保険株式会社,ダイレクトマーケット推進部 担当部長,畝村 直弥
MarkeZine,https://markezine.jp/article/detail/53229,,,はなさく生命保険株式会社　ダイレクトマーケット推進部兼経営企画部 課長　日下部 奈緒美氏,regex_ok,はなさく生命保険株式会社,ダイレクトマーケット推進部兼経営企画部 課長,日下部 奈緒美
MarkeZine,https://markezine.jp/article/detail/53229,,,株式会社電通デジタル　データ＆AIソリューションセンター AIイノベーション事業部 グループマネージャー　櫻井 康人氏,regex_ok,株式会社電通デジタル,データ＆AIソリューションセンター AIイノベーション事業部 グループマネージャー,櫻井 康人
MarkeZine,https://markezine.jp/article/detail/53228,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/59201,,,日鉄ソリューションズ　産業ソリューション事業本部 産業ソリューション第一事業部システムエンジニアリング第一部 専門部長（自動車・自動車部品担当）　國分 悠史氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/59201,,,synergeee　代表取締役 Co-CEO／パートナーセールス研究会 主催　葛西 了太氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/76955,,,INFORICH　マーケティング部 担当部長　大澤 南斗氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/76942,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/76947,,,Shopify　Field CTO　エドゥアルド・フリアス氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/76976,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/76975,,,株式会社ファミリーマート エグゼクティブディレクター CSCO補佐（商品価値・MD改革） 南雲 克明氏,regex_ok,株式会社ファミリーマート,エグゼクティブディレクター CSCO補佐（商品価値・MD改革）,南雲 克明
MarkeZine,https://markezine.jp/article/detail/76949,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/76969,,,株式会社Box Japan　専務執行役員 パートナー事業担当 マーケティング担当　安達 徹也氏,regex_ok,株式会社Box,Japan 専務執行役員 パートナー事業担当 マーケティング担当,安達 徹也
MarkeZine,https://markezine.jp/article/detail/76977,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/76981,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/76980,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/76978,,,黒川 瑠欧氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/76984,,,Salesforce　SVP Product Management／Chief Product Officer for Agentforce Sales　MaryAnn Patel（マリーアン・パテル）氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/76987,,,ナウビレッジ株式会社　取締役 CMO　髙山 博樹氏,regex_ok,ナウビレッジ株式会社,取締役 CMO,髙山 博樹
MarkeZine,https://markezine.jp/article/detail/76989,,,株式会社才流　シニアコンサルタント　桂川 誠氏,regex_ok,株式会社才流,シニアコンサルタント,桂川 誠
MarkeZine,https://markezine.jp/article/detail/76988,,,Japan Cloud　Director of Consulting　川上和代氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/76991,,,VALANCE　CS部長　今村健一郎氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/76996,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/76990,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77019,,,Meta日本法人Facebook Japan合同会社　Agency Partner　Jin Woo Yang氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/77019,,,株式会社サイバーエージェント　効果おまかせAI事業 事業責任者　池田 誠児氏,regex_ok,株式会社サイバーエージェント,効果おまかせAI事業 事業責任者,池田 誠児
MarkeZine,https://markezine.jp/article/detail/76999,,,シンフォニーマーケティング株式会社　代表取締役　庭山 一郎氏,regex_ok,シンフォニーマーケティング株式会社,代表取締役,庭山 一郎
MarkeZine,https://markezine.jp/article/detail/77020,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77004,,,株式会社Moonshot 代表取締役 菅原健一氏,regex_ok,株式会社Moonshot,代,表取締役 菅原健一
MarkeZine,https://markezine.jp/article/detail/77026,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77045,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77034,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77048,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77052,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77031,,,アサヒビール株式会社　マーケティング本部 ビールマーケティング部　堀 謙太氏,regex_ok,アサヒビール株式会社,マーケティング本部 ビールマーケティング部,堀 謙太
MarkeZine,https://markezine.jp/article/detail/77050,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77069,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77057,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77093,,,花王株式会社　化粧品事業部門 キュレルブランドマネジャー　原田 慎吾氏,regex_ok,花王株式会社,化粧品事業部門 キュレルブランドマネジャー,原田 慎吾
MarkeZine,https://markezine.jp/article/detail/77072,,,亀田製菓株式会社　マーケティング戦略部　ハッピーターンブランド担当マネージャー　歴舎 直輝氏,regex_ok,亀田製菓株式会社,マーケティング戦略部 ハッピーターンブランド担当マネージャー,歴舎 直輝
MarkeZine,https://markezine.jp/article/detail/77086,,,JALデジタル株式会社 デジタルソリューション部 岡本昂之氏,regex_ok,JALデジタル株式会社,デジタルソリューション,部 岡本昂之
MarkeZine,https://markezine.jp/article/detail/77086,,,JALデジタル株式会社 デジタル戦略部 豊田瑛都氏,regex_ok,JALデジタル株式会社,デジタル戦略部,豊田瑛都
MarkeZine,https://markezine.jp/article/detail/77086,,,株式会社ブレインパッド データエンジニアリングユニット ディレクター 堀川亮氏,regex_ok,株式会社ブレインパッド,データエンジニアリングユニット ディレクター,堀川亮
MarkeZine,https://markezine.jp/article/detail/77086,,,株式会社ブレインパッド セールス＆マーケティングユニット シニアマネジャー 松本洋介氏,regex_ok,株式会社ブレインパッド,セールス＆マーケティングユニット シニアマネジャー,松本洋介
MarkeZine,https://markezine.jp/article/detail/77113,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77103,,,花王株式会社　ヘルスビューティケア事業部門 スキンケア事業部　ビオレ ブランドダイレクター　小林 達郎氏,regex_ok,花王株式会社,ヘルスビューティケア事業部門 スキンケア事業部 ビオレ ブランドダイレクター,小林 達郎
MarkeZine,https://markezine.jp/article/detail/77106,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77146,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77127,,,Meta日本法人 Facebook Japan　代表取締役　味澤将宏氏,needs_ai,,,
MarkeZine,https://markezine.jp/article/detail/77156,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77130,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77166,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/21917,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77179,,,,no_caption,,,
MarkeZine,https://markezine.jp/article/detail/77147,,,花王株式会社　化粧品事業部門 マステージブランドビジネスグループ KATEブランドマネジャー　岩田 有弘氏,regex_ok,花王株式会社,化粧品事業部門 マステージブランドビジネスグループ KATEブランドマネジャー,岩田 有弘
EnterpriseZine,https://enterprisezine.jp/article/detail/24209,,,（右から）東京大学大学院 情報理工学系研究科 教授 江崎浩氏,regex_ok,東京大学大学院,情報理工学系研究科 教授,江崎浩
EnterpriseZine,https://enterprisezine.jp/article/detail/24209,,,日本アイ・ビー・エム テクノロジー事業本部 技術戦略本部 執行役員 兼 技術理事 藤田一郎氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24209,,,DB Online チーフキュレーター／CaseHUB.News シニアエディター 谷川耕一氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/23846,,,MangoBoost 共同創業者兼CEO ジャンウ・キム（Jangwoo Kim）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/23683,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24057,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24212,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24308,,,ゴウリカ株式会社 代表取締役 岡本賢祐氏,regex_ok,ゴウリカ株式会社,代,表取締役 岡本賢祐
EnterpriseZine,https://enterprisezine.jp/article/detail/24362,,,株式会社スナネコ 代表取締役社長 すぅ氏,regex_ok,株式会社スナネコ,代表取,締役社長 すぅ
EnterpriseZine,https://enterprisezine.jp/article/detail/24349,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24235,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24213,,,一般社団法人 AICX協会 代表理事 小澤健祐（おざけん）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24378,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24376,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24380,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24391,,,サミット株式会社 情報システム部／企画・開発グループ 小池朋昭氏,regex_ok,サミット株式会社,情報システム部／企画・開発グループ,小池朋昭
EnterpriseZine,https://enterprisezine.jp/article/detail/24393,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24397,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24410,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24419,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24381,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24440,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24451,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24464,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24465,,,（左から）経済産業省 経済産業副大臣 山田賢司氏,regex_ok,経済産業省,経済産,業副大臣 山田賢司
EnterpriseZine,https://enterprisezine.jp/article/detail/24465,,,株式会社東京証券取引所 執行役員 礒本直樹氏,regex_ok,株式会社東京証券取引所,執行役員,礒本直樹
EnterpriseZine,https://enterprisezine.jp/article/detail/24465,,,独立行政法人情報処理推進機構 理事 三谷慶一郎氏,regex_ok,独立行政法人情報処理推進機構,理事,三谷慶一郎
EnterpriseZine,https://enterprisezine.jp/article/detail/24466,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24384,,,東京大学 大学院情報理工学系研究科 数理情報学専攻 教授 高木剛氏,regex_ok,東京大学 大学院情報理工学系研究科 数理情報学専攻 教授,,高木剛
EnterpriseZine,https://enterprisezine.jp/article/detail/24468,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24472,,,フォーティネットジャパン合同会社 社長執行役員 与沢和紀氏,regex_ok,フォーティネットジャパン合同会社,社長執行役員,与沢和紀
EnterpriseZine,https://enterprisezine.jp/article/detail/24474,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24479,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24486,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24492,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24495,,,第一ライフテクノクロス株式会社 代表取締役社長 安藤伊佐武氏,regex_ok,第一ライフテクノクロス株式会社,代表取,締役社長 安藤伊佐武
EnterpriseZine,https://enterprisezine.jp/article/detail/24488,,,Cisco Systems 会長 兼 最高経営責任者（CEO） チャック・ロビンス（Chuck Robbins）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24488,,,Starbucks Corporation 会長 兼 最高経営責任者（CEO） ブライアン・ニコル（Brian Niccol）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24506,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24500,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24510,,,Databricks 共同創業者 兼 CEO アリ・ゴドシ（Ali Ghodsi）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24510,,,Databricks チーフAIサイエンティスト ジョナサン・フランクル（Jonathan Frankle）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24487,,,Intel Corporation CEO リップブー・タン（Lip-Bu Tan）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24514,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24539,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24524,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24532,,,モルゲンロット株式会社 営業本部 マーケティング部 部長 添田貴嗣氏,regex_ok,モルゲンロット株式会社,営業本部 マーケティング部 部長,添田貴嗣
EnterpriseZine,https://enterprisezine.jp/article/detail/24518,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24546,,,グーグル・クラウド・ジャパン合同会社 データベース事業本部 事業開発部長 大久保順氏,regex_ok,グーグル・クラウド・ジャパン合同会社,データベース事業本部 事業,開発部長 大久保順
EnterpriseZine,https://enterprisezine.jp/article/detail/24543,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24542,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24559,,,株式会社セゾンテクノロジー データインテグレーション事業部 笹田結里花氏,regex_ok,株式会社セゾンテクノロジー,データインテグレーション,事業部 笹田結里花
EnterpriseZine,https://enterprisezine.jp/article/detail/24567,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24572,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24574,,,株式会社ナック 経理部 シェアードサービス室 室長 林宣宏氏,regex_ok,株式会社ナック,経理部 シェアードサービス室 室長,林宣宏
EnterpriseZine,https://enterprisezine.jp/article/detail/24576,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24578,,,AMD シニアバイスプレジデント兼CIO（最高情報責任者） ハスムク・ランジャン（Hasmukh Ranjan）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24578,,,Cisco Systems プレジデント兼CPO（最高製品責任者） ジートゥ・パテル（Jeetu Patel）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24573,,,Gartner ディスティングイッシュト バイス プレジデント／アナリスト エリック・ブレテヌー（Erick Brethenoux）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24608,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24579,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24596,,,LINEヤフー株式会社 上級執行役員 CTO 朴イビン氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24625,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24611,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24642,,,Oracle External Standards & Community Engagement担当 Vice President ヘザー・ヴァンキュラ（Heather VanCura）氏,needs_ai,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24676,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24666,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24702,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24652,,,GMO Flatt Security株式会社 取締役副社長 Co-CTO 米内貴志氏,regex_ok,GMO Flatt Security株式会社,取締役副社長 Co-CTO,米内貴志
EnterpriseZine,https://enterprisezine.jp/article/detail/24705,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24706,,,（右から）サントリーホールディングス株式会社 デジタル&AI本部 デジタル&AIテクノロジー部 部長 加藤芳彦氏,regex_ok,サントリーホールディングス株式会社,デジタル&AI本部 デジタル&AIテクノロジー部 部長,加藤芳彦
EnterpriseZine,https://enterprisezine.jp/article/detail/24706,,,ULSコンサルティング株式会社 AI駆動開発推進室 AI駆動開発 シニア・マネージャー 南原錦善氏,regex_ok,ULSコンサルティング株式会社,AI駆動開発推進室 AI駆動開発 シニア・マネージャー,南原錦善
EnterpriseZine,https://enterprisezine.jp/article/detail/24707,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24710,,,（左から）株式会社インフォマート Data・AI Lab 部長 石倉茂氏、事業企画部 部長 関塚陽平氏,regex_ok,株式会社インフォマート,Data・AI Lab 部長 石倉茂氏、事業企画部 部長,関塚陽平
EnterpriseZine,https://enterprisezine.jp/article/detail/24708,,,DataRobot Japan株式会社 カントリーマネージャー 滝沢理氏,regex_ok,DataRobot Japan株式会社,カントリーマネージャー,滝沢理
EnterpriseZine,https://enterprisezine.jp/article/detail/24709,,,,no_caption,,,
EnterpriseZine,https://enterprisezine.jp/article/detail/24711,,,,no_caption,,,
ECzine,https://markezine.jp/article/detail/75499,,,,no_caption,,,
