media,article_url,publish_date,company,dept_title,name
ProductZine,https://codezine.jp/article/detail/24154,2026-05-25,株式会社スマートバンク,プロダクトエンジニアリング部 部長,三谷 昌平
MarkeZine,https://markezine.jp/article/detail/50517,2026-05-22,アドビ株式会社,ソリューションコンサルティング ディレクター,鵜瀬 総一郎
MarkeZine,https://markezine.jp/article/detail/50517,2026-05-22,フリー株式会社,常務執行役員／VP of Marketing セントラルマーケティング本部 本部長,三浦 將太
MarkeZine,https://markezine.jp/article/detail/50683,2026-05-22,アサヒグループ食品株式会社,マーケティング本部 マーケティング一部 部長,河口 文彦
MarkeZine,https://markezine.jp/article/detail/50404,2026-05-21,株式会社ニッセイ基礎研究所,研究員,廣瀬 涼
MarkeZine,https://markezine.jp/article/detail/50742,2026-05-21,株式会社オンワード樫山,執行役員 第一カンパニー 副カンパニー長,秋山 亜希
MarkeZine,https://markezine.jp/article/detail/53186,2026-05-20,株式会社ナレッジワーク,専門役員 Principal / アカウントマネージャー,桐原 理有
Biz/Zine,https://bizzine.jp/article/detail/12840,2026-05-20,積水化学工業株式会社,高機能プラスチックスカンパニー 執行役員 人材開発部長,平井素子
MarkeZine,https://markezine.jp/article/detail/50619,2026-05-19,株式会社博報堂テクノロジーズ,執行役員 兼 マーケティング事業推進センター センター長,木下 陽介
MarkeZine,https://markezine.jp/article/detail/50619,2026-05-19,日本たばこ産業株式会社,Chief Technology & Information Security Officer,下林 央
MarkeZine,https://markezine.jp/article/detail/50595,2026-05-18,GRAND株式会社,マーケティング戦略局 局長／三菱地所株式会社 新事業創造部 メディア開発室 主事,藤原 直哉
MarkeZine,https://markezine.jp/article/detail/50610,2026-05-18,東京ガス株式会社,リビング戦略部 マーケティング開発室 室長,兼子 健
MarkeZine,https://markezine.jp/article/detail/50610,2026-05-18,東京ガス株式会社,リビング戦略部 ブランディング推進グループ グループマネージャー,佐藤 良介
EnterpriseZine,https://enterprisezine.jp/article/detail/24206,2026-05-18,ガートナージャパン株式会社,リサーチ＆アドバイザリ部門 バイス プレジデント アナリスト,海老名剛
EnterpriseZine,https://enterprisezine.jp/article/detail/24231,2026-05-15,パナソニックコネクト株式会社,クラウドエンジニアリングセンター アソシエイト・エグゼクティブ,野原豊
EnterpriseZine,https://enterprisezine.jp/article/detail/24280,2026-05-15,東京工科大学,コンピュータサイエンス学部 教授／国際大学グローバル・コミュニケーション・センター 主任研究員／デジタルハリウッド大学大学院 客員教授,中西崇文
Biz/Zine,https://bizzine.jp/article/detail/13045,2026-05-15,慶應義塾大学,環境情報学部 教授／LINEヤフー株式会社 シニアストラテジスト,安宅和人
AIdiver,https://aidiver.jp/article/detail/492,2026-05-15,株式会社みずほフィナンシャルグループ,執行役常務 グループCDTO 上ノ,山信宏
MarkeZine,https://markezine.jp/article/detail/50563,2026-05-14,森永製菓株式会社,マーケティング本部 ブランドコミュニケーション部 広告グループ,太田 日向子
MarkeZine,https://markezine.jp/article/detail/50563,2026-05-14,株式会社フリークアウト,High Impact Division DOOH Section,中村 隼太
MarkeZine,https://markezine.jp/article/detail/50403,2026-05-13,株式会社タカラトミー,グローバルベイブレード事業部 マーケティング課 課長,篠永 恭平
MarkeZine,https://markezine.jp/article/detail/50526,2026-05-13,日本電気株式会社（NEC）,ビジネスイノベーション統括部 シニアマネージャー,小図子 武弘
MarkeZine,https://markezine.jp/article/detail/50526,2026-05-13,株式会社伊藤園,国際事業推進部 抹茶営業推進課,矢野 弘子
EnterpriseZine,https://enterprisezine.jp/article/detail/24050,2026-05-13,NRIセキュアテクノロジーズ株式会社,クラウドセキュリティ事業部 セキュリティコンサルタント,代田晃基
EnterpriseZine,https://enterprisezine.jp/article/detail/24129,2026-05-13,写真 塩野義製薬株式会社,DX推進本部 データサイエンス部 データサイエンス3グループ,森本健太郎
MarkeZine,https://markezine.jp/article/detail/50641,2026-05-12,株式会社阪急交通社,執行役員,橋口 剛
EnterpriseZine,https://enterprisezine.jp/article/detail/24063,2026-05-12,塩野義製薬株式会社,医薬総合研究所 i2i-Labo 所長 畑貴広氏／創薬研究本部 創薬化学研究所長 立花裕樹氏／創薬研究本部本部長,淺木敏之
MarkeZine,https://markezine.jp/article/detail/50425,2026-05-11,株式会社ウィングリット,執行役員CBO,川上 慶士
MarkeZine,https://markezine.jp/article/detail/50569,2026-05-08,PwCコンサルティング合同会社,Front Office ＆ Experience事業部 執行役員 パートナー,丸山 貴久
Biz/Zine,https://bizzine.jp/article/detail/13017,2026-05-08,Anthropic Japan合同会社,代表執行役員社長,東條英俊
MarkeZine,https://markezine.jp/article/detail/50557,2026-05-07,株式会社オプト,プラットフォームサクセス本部 専門役員,野嶋 友博
MarkeZine,https://markezine.jp/article/detail/50557,2026-05-07,eBay Japan合同会社,戦略マーケティング室 部長 モラーノ,絢香
MarkeZine,https://markezine.jp/article/detail/50557,2026-05-07,日本テレビ放送網株式会社,コンテンツ戦略局マーケティングセンター シニアアソシエイト,栗原 甚
Biz/Zine,https://bizzine.jp/article/detail/13016,2026-04-28,日本電気株式会社,執行役 副社長 兼 COO,吉崎敏文
MarkeZine,https://markezine.jp/article/detail/50598,2026-04-27,メグリ株式会社,マーケティング・セールス部 マーケティングマネージャー,鯨岡 務
MarkeZine,https://markezine.jp/article/detail/50598,2026-04-27,株式会社ワールドパーティー,Wpc.事業本部 EC部 部長,深代 優介
MarkeZine,https://markezine.jp/article/detail/50600,2026-04-27,ANAホールディングス株式会社,広報・コーポレートブランド推進部 SNS・メディアプランニングチーム リーダー,上村 秀幸
MarkeZine,https://markezine.jp/article/detail/50343,2026-04-24,NTTドコモビジネス株式会社,,平川 亜希子
AIdiver,https://aidiver.jp/article/detail/447,2026-04-24,シンシアリー株式会社,執行役員 デリバリー部長,秋元かおる
MarkeZine,https://markezine.jp/article/detail/50480,2026-04-23,サントリーウエルネス株式会社,サービス推進部,伊能 康祐
MarkeZine,https://markezine.jp/article/detail/50480,2026-04-23,サントリーウエルネス株式会社,サービス推進部,山谷 沙織
MarkeZine,https://markezine.jp/article/detail/50495,2026-04-23,株式会社Hakuhodo,DY ONE プラットフォームR&D本部 ブランドR&D局 R&D基盤部 部長／テクノロジーR&D本部 DX開発推進局 AI事業企画部,宮田 風花
MarkeZine,https://markezine.jp/article/detail/50548,2026-04-23,山洋電気株式会社,マーケティング部第一課 課長,小峯 理恵子
MarkeZine,https://markezine.jp/article/detail/50553,2026-04-23,株式会社シャノン,執行役員CMO兼SMB担当,浅野 哲
MarkeZine,https://markezine.jp/article/detail/50571,2026-04-22,ユーソナー株式会社,営業本部 セールスイネーブルメントグループ マーケチーム・マスター,戸崎 拓也
MarkeZine,https://markezine.jp/article/detail/50571,2026-04-22,ユーソナー株式会社,営業本部 DXグループ・執行役員,湯浅 将史
MarkeZine,https://markezine.jp/article/detail/50518,2026-04-21,ライフネット生命保険株式会社,執行役員,肥田 康宏
MarkeZine,https://markezine.jp/article/detail/50518,2026-04-21,ネスレ日本株式会社,マーケティング＆コンシューマー コミュニケーション本部 媒体統括部 メディアスペシャリスト,村田 敦
MarkeZine,https://markezine.jp/article/detail/50538,2026-04-21,大王製紙株式会社,ホーム＆パーソナルケア部門 グローバルマーケティング本部 デジタル推進部 デジタルコンテンツクリエーショングループ 課長,小林 豊
MarkeZine,https://markezine.jp/article/detail/50538,2026-04-21,株式会社NAVICUS,コンサルティングDiv. コミュニティマネージャー／Instagramメディアマスター,富田 明日菜
MarkeZine,https://markezine.jp/article/detail/50561,2026-04-21,住信SBIネット銀行株式会社,執行役員 マーケティング戦略部長,紺野俊介
MarkeZine,https://markezine.jp/article/detail/76614,2026-04-21,株式会社アンドエスティHD,DX本部 部長 兼 株式会社アンドエスティ プラットフォーム開発部長,飯塚 将司
EnterpriseZine,https://enterprisezine.jp/article/detail/24131,2026-04-21,IVI理事長 西岡靖之氏／IVI 製造業PLMタスクフォース主査 IVIフェロー・代表幹事、ブラザー工業株式会社,,西村栄昭
EnterpriseZine,https://enterprisezine.jp/article/detail/24054,2026-04-20,Wiz Cloud Japan株式会社 プリンシパルソリューションエンジニア,,桂田祥吾
MarkeZine,https://markezine.jp/article/detail/50554,2026-04-17,シック・ジャパン株式会社,マーケティング本部 コミュニケーションスペシャリスト,大川春菜
EnterpriseZine,https://enterprisezine.jp/article/detail/24038,2026-04-17,SailPointテクノロジーズジャパン合同会社,ソリューションエンジニアリング本部 本部長,松本修也
EnterpriseZine,https://enterprisezine.jp/article/detail/24051,2026-04-17,みずほ証券株式会社,IT・システムグループ 上級技術統括,杉谷剛
EnterpriseZine,https://enterprisezine.jp/article/detail/24051,2026-04-17,みずほ証券株式会社,IT統括部 プリンシパルITアーキテクト,石村貴則
Biz/Zine,https://bizzine.jp/article/detail/12898,2026-04-17,KDDI株式会社,オープンイノベーション推進本部 SUグロース戦略部 部長,武田裕子
Biz/Zine,https://bizzine.jp/article/detail/12898,2026-04-17,伊藤忠テクノロジーベンチャーズ株式会社,プリンシパル,根本愛子
MarkeZine,https://markezine.jp/article/detail/50555,2026-04-16,【中央】アサヒビール株式会社,マーケティング本部 消費者インサイト部長,江尻 昌弘
EnterpriseZine,https://enterprisezine.jp/article/detail/24134,2026-04-16,Cognition AI Japan合同会社,"President & General Manager, Japan",正井拓己
MarkeZine,https://markezine.jp/article/detail/50540,2026-04-15,アドビ株式会社,チーフ トランスフォーメーション オフィサー 専務執行役員,松山 敏夫
MarkeZine,https://markezine.jp/article/detail/50549,2026-04-15,株式会社Faber,Company アナリティクス/CROチーム エレファントマネージャー,岩本 庸佑
MarkeZine,https://markezine.jp/article/detail/50549,2026-04-15,株式会社東京スター銀行,個人金融部門 セグメント戦略推進部 アシスタントヴァイスプレジデント,岩瀨 勝利
MarkeZine,https://markezine.jp/article/detail/50573,2026-04-15,株式会社キーワードマーケティング セールス部,コミュニケーション戦略室 マネージャー,石原 健太郎
MarkeZine,https://markezine.jp/article/detail/50581,2026-04-15,ヤマト運輸株式会社,コーポレートコミュニケーション,部 柴
EnterpriseZine,https://enterprisezine.jp/article/detail/24111,2026-04-15,経済産業省,商務情報政策局 情報技術利用促進課長,渡辺琢也
MarkeZine,https://markezine.jp/article/detail/50406,2026-04-14,株式会社トライアルホールディングス,執行役員,野田 大輔
MarkeZine,https://markezine.jp/article/detail/50519,2026-04-14,株式会社ファミリーマート,マーケティング本部 サステナビリティ推進部長,大澤 寛之
MarkeZine,https://markezine.jp/article/detail/50534,2026-04-14,株式会社Speee,マーケティングインテリジェンス事業本部 セールス＆マーケティング部 部長 AIリサーチ＆イノベーションセンター AEOサービス推進責任者,藤井 慧里
Biz/Zine,https://bizzine.jp/article/detail/12853,2026-04-14,慶應義塾大学,総合政策学部 教授,琴坂将広
ProductZine,https://codezine.jp/article/detail/23602,2026-04-14,NECソリューションイノベータ株式会社,デリバリモデル・トランスフォーメーション機能 イノベーションラボラトリ 探索G,森松 祐樹
MarkeZine,https://markezine.jp/article/detail/50448,2026-04-13,資生堂ジャパン株式会社,SHISEIDOブランド事業部 SHISEIDOブランドマーケティング部 SHISEIDOデジタルマーケティング戦略グループ ブランドマネージャー,山本 雅文
MarkeZine,https://markezine.jp/article/detail/50515,2026-04-13,株式会社NexGen,CEO,金井 統
MarkeZine,https://markezine.jp/article/detail/50527,2026-04-10,株式会社丸亀製麺,マーケティング本部 エクスペリエンスデザイン部 部長,間部 徹
MarkeZine,https://markezine.jp/article/detail/50546,2026-04-10,ユニリーバ・ジャパン・カスタマーマーケティング株式会社,Personal Care Commercial Lead,前納 有紀子
MarkeZine,https://markezine.jp/article/detail/53093,2026-04-10,HubSpot Japan株式会社,Head of Sales 日本事業 営業統括責任者,増岡 怜治
MarkeZine,https://markezine.jp/article/detail/50325,2026-04-09,Uber Japan株式会社,Uber Advertising Client Partner CPG,村田 和紀
MarkeZine,https://markezine.jp/article/detail/50325,2026-04-09,CRITEO株式会社,リテールメディア ソリューションセールス マネージャー,戴 晶
MarkeZine,https://markezine.jp/article/detail/50558,2026-04-09,キヤノンマーケティングジャパン株式会社,ブランド戦略部 戦略推進グループ チーフ,宮下 由香
EnterpriseZine,https://enterprisezine.jp/article/detail/24039,2026-04-09,ゼットスケーラー株式会社,データプロテクション・ソリューションアーキテクト,岩井弘志
Biz/Zine,https://bizzine.jp/article/detail/12822,2026-04-09,株式会社グレースイメージング,,鈴木真人
Biz/Zine,https://bizzine.jp/article/detail/12822,2026-04-09,株式会社ロッケン,CEO,坂本泰一
MarkeZine,https://markezine.jp/article/detail/49795,2026-04-08,株式会社オプト,広告事業AI責任者 兼 クリエイティブ領域部門長,西森智也
MarkeZine,https://markezine.jp/article/detail/49795,2026-04-08,株式会社丸亀製麺,マーケティング本部 コミュニケーションデザイン部 部長,小西 香織
